order_id,product_id,product_name,category,price,quantity,discount_percent,region,status,customer_name,order_date
100895,1895,Jeans,Clothing,73074.62,5.0,20,North,Returned,Customer_485,21-09-2025
100896,1896,Helmet,Sports,20695.29,8.0,20,West,Pending,Customer_229,26-08-2025
100897,1897,Sugar,Groceries,14918.59,8.0,5,South,Pending,Customer_292,18-05-2026
100898,1898,Bed,Furniture,2202.63,3.0,20,South,Completed,Customer_74,15-03-2025
100899,1899,Bread,Groceries,45556.91,7.0,0,North,Returned,Customer_197,22-01-2025
100900,1900,Laptop,Electronics,76368.23,1.0,10,South,Completed,Customer_406,10-01-2025
100901,1901,Speaker,Electronics,73639.54,6.0,5,West,Returned,Customer_418,17-06-2025
100902,1902,Jacket,Clothing,47942.95,4.0,20,North,Completed,Customer_423,15-02-2025
100903,1903,Speaker,Electronics,29744.18,9.0,0,South,Completed,Customer_117,14-03-2026
100904,1904,Milk,Groceries,35395.66,5.0,15,North,Returned,Customer_87,23-04-2025
100905,1905,Table,Furniture,95651.0,5.0,0,East,Completed,Customer_459,14-02-2025
100906,1906,Football,Sports,17888.97,9.0,15,South,Cancelled,Customer_320,21-10-2025
100907,1907,T-Shirt,Clothing,27182.22,8.0,0,North,Pending,Customer_399,31-05-2025
100908,1908,Jeans,Clothing,39120.9,8.0,15,East,Pending,Customer_47,27-11-2025
100909,1909,Desk,Furniture,76776.79,6.0,15,East,Pending,Customer_411,09-09-2025
100910,1910,Tea,Groceries,54978.99,9.0,5,West,Completed,Customer_298,08-03-2026
100911,1911,Helmet,Sports,77681.6,4.0,0,South,Completed,Customer_186,01-05-2026
100912,1912,Table,Furniture,6051.78,6.0,5,East,Returned,Customer_74,08-03-2026
100913,1913,Sofa,Furniture,82799.4,1.0,5,West,Completed,Customer_357,11-03-2026
100914,1914,T-Shirt,Clothing,70170.04,10.0,5,North,Pending,Customer_188,25-05-2025
100915,1915,Monitor,Electronics,7798.82,10.0,5,West,Pending,Customer_384,25-06-2026
100916,1916,Shirt,Clothing,41211.1,6.0,0,East,Completed,Customer_80,03-03-2025
100917,1917,Smartwatch,Electronics,75138.18,9.0,15,West,Cancelled,Customer_471,29-05-2026
100918,1918,Hoodie,Clothing,22808.75,3.0,15,South,Pending,Customer_206,27-02-2025
100919,1919,Shelf,Furniture,18451.01,9.0,15,West,Cancelled,Customer_335,19-02-2026
100920,1920,Milk,Groceries,5561.7,6.0,0,North,Completed,Customer_186,10-12-2025
100921,1921,Monitor,Electronics,28292.47,9.0,0,East,Pending,Customer_283,26-07-2025
100922,1922,Monitor,Electronics,26989.88,10.0,15,North,Completed,Customer_162,06-04-2025
100923,1923,T-Shirt,Clothing,98056.11,5.0,10,West,Cancelled,Customer_499,13-05-2025
100924,1924,Tablet,Electronics,40787.93,9.0,5,North,Returned,Customer_245,08-02-2025
100925,1925,Jeans,Clothing,15238.63,8.0,5,South,Pending,Customer_394,14-06-2025
100926,1926,Helmet,Sports,99228.66,10.0,10,West,Pending,Customer_174,25-10-2025
100927,1927,Shoes,Clothing,85609.66,7.0,15,South,Pending,Customer_313,18-03-2025
100928,1928,Stool,Furniture,9830.86,1.0,20,North,Returned,Customer_49,11-04-2026
100929,1929,Jeans,Clothing,93412.19,3.0,10,North,Completed,Customer_92,17-04-2026
100930,1930,Shirt,Clothing,97850.53,8.0,0,West,Completed,Customer_187,21-10-2025
100931,1931,Tea,Groceries,85714.4,3.0,20,East,Cancelled,Customer_43,28-02-2026
100932,1932,Badminton Racket,Sports,26356.46,1.0,5,North,Pending,Customer_437,18-04-2025
100933,1933,Shirt,Clothing,15904.76,7.0,15,North,Cancelled,Customer_239,25-04-2026
100934,1934,Badminton Racket,Sports,11000.99,3.0,15,West,Pending,Customer_206,03-12-2025
100935,1935,Tablet,Electronics,34308.11,10.0,15,North,Cancelled,Customer_233,09-02-2025
100936,1936,Football,Sports,94858.51,3.0,0,West,Completed,Customer_480,06-01-2026
100937,1937,Coffee,Groceries,21420.74,4.0,15,East,Cancelled,Customer_326,30-06-2025
100938,1938,Keyboard,Electronics,7018.98,7.0,15,West,Pending,Customer_343,23-09-2025
100939,1939,Chair,Furniture,9334.88,7.0,5,South,Cancelled,Customer_483,06-03-2026
100940,1940,Coffee,Groceries,53597.08,3.0,20,West,Completed,Customer_288,23-07-2025
100941,1941,Smartwatch,Electronics,61689.59,6.0,10,North,Pending,Customer_460,15-04-2026
100942,1942,Stool,Furniture,86443.7,2.0,10,North,Returned,Customer_483,09-05-2025
100943,1943,Oil,Groceries,3744.95,4.0,5,West,Pending,Customer_179,03-08-2025
100944,1944,Chair,Furniture,,6.0,20,North,Returned,Customer_333,12-04-2026
100945,1945,Tea,Groceries,35237.72,9.0,10,North,Pending,Customer_235,15-03-2026
100946,1946,Jeans,Clothing,55320.08,3.0,15,East,Completed,Customer_45,17-04-2025
100947,1947,Laptop,Electronics,61664.41,7.0,20,North,Returned,Customer_258,03-02-2025
100948,1948,Shirt,Clothing,21265.93,8.0,15,North,Cancelled,Customer_496,21-04-2026
100949,1949,Tea,Groceries,859.75,6.0,10,East,Cancelled,Customer_430,01-03-2026
100950,1950,Chair,Furniture,90028.71,7.0,10,East,Cancelled,Customer_88,17-03-2026
100951,1951,Shelf,Furniture,19346.77,7.0,20,West,Pending,Customer_481,04-02-2026
100952,1952,Shelf,Furniture,90426.72,9.0,5,North,Returned,Customer_432,24-09-2025
100953,1953,Football,Sports,94875.16,4.0,0,South,Completed,Customer_317,22-03-2025
100954,1954,Badminton Racket,Sports,2626.46,3.0,10,South,Pending,Customer_335,16-08-2025
100955,1955,Jeans,Clothing,53588.18,4.0,15,East,Completed,Customer_141,26-03-2025
100956,1956,Chair,Furniture,63874.82,10.0,20,North,Completed,Customer_73,17-10-2025
100957,1957,Jeans,Clothing,9368.44,8.0,5,West,Completed,Customer_252,23-01-2025
100958,1958,Oil,Groceries,48703.08,2.0,10,West,Pending,Customer_93,02-11-2025
100959,1959,Keyboard,Electronics,66000.67,10.0,10,East,Returned,Customer_315,06-01-2025
100960,1960,Bed,Furniture,92665.66,4.0,20,South,Pending,Customer_444,09-01-2026
100961,1961,Monitor,Electronics,3046.81,3.0,5,East,Cancelled,Customer_247,24-07-2025
100962,1962,Tablet,Electronics,70837.55,5.0,15,West,Pending,Customer_129,27-06-2025
100963,1963,Bed,Furniture,96190.94,2.0,10,South,Pending,Customer_489,15-05-2026
100964,1964,Coffee,Groceries,42431.36,5.0,20,West,Returned,Customer_103,28-12-2025
100965,1965,Hoodie,Clothing,81952.23,8.0,20,East,Returned,Customer_151,27-12-2025
100966,1966,Rice,Groceries,11553.53,6.0,5,North,Pending,Customer_337,16-01-2026
100967,1967,Jeans,Clothing,,2.0,10,South,Returned,Customer_291,26-11-2025
100968,1968,Table,Furniture,38620.53,10.0,20,East,Completed,Customer_294,08-03-2026
100969,1969,Sugar,Groceries,81358.11,4.0,15,North,Cancelled,Customer_216,03-05-2025
100970,1970,Camera,Electronics,17196.86,6.0,0,East,Completed,Customer_330,05-01-2025
100971,1971,Eggs,Groceries,13192.7,7.0,20,North,Cancelled,Customer_331,17-01-2025
100972,1972,Camera,Electronics,9602.47,7.0,10,West,Completed,Customer_285,17-11-2025
100973,1973,Rice,Groceries,39393.42,8.0,0,East,Completed,Customer_15,18-08-2025
100974,1974,Laptop,Electronics,13959.57,6.0,5,South,Completed,Customer_98,13-01-2026
100975,1975,Cricket Bat,Sports,93417.62,1.0,0,North,Cancelled,Customer_39,28-09-2025
100976,1976,Hoodie,Clothing,61313.79,7.0,5,West,Completed,Customer_65,23-11-2025
100977,1977,Shelf,Furniture,63726.67,2.0,15,West,Cancelled,Customer_165,10-05-2026
100978,1978,Table,Furniture,26454.82,5.0,5,South,Completed,Customer_39,22-05-2026
100979,1979,Monitor,Electronics,1411.5,4.0,15,North,Cancelled,Customer_107,25-06-2026
100980,1980,Tennis Racket,Sports,76072.75,5.0,20,North,Pending,Customer_113,08-01-2026
100981,1981,Coffee,Groceries,86799.09,9.0,0,East,Returned,Customer_85,11-11-2025
100982,1982,Gloves,Sports,10296.23,8.0,5,North,Returned,Customer_96,01-10-2025
100983,1983,Camera,Electronics,66222.36,8.0,20,North,Cancelled,Customer_221,06-08-2025
100984,1984,Shelf,Furniture,50268.82,9.0,10,North,Completed,Customer_333,27-01-2026
100985,1985,Bread,Groceries,29471.19,7.0,20,West,Returned,Customer_56,21-02-2025
100986,1986,Table,Furniture,22036.02,1.0,5,North,Completed,Customer_142,20-08-2025
100987,1987,Gloves,Sports,71610.75,7.0,10,West,Pending,Customer_88,28-07-2025
100988,1988,Hoodie,Clothing,28870.46,,5,West,Cancelled,Customer_437,02-09-2025
100989,1989,Cabinet,Furniture,68176.1,3.0,5,North,Returned,Customer_220,09-12-2025
100990,1990,Keyboard,Electronics,97439.65,2.0,0,East,Returned,Customer_299,02-01-2025
100991,1991,Bread,Groceries,47309.57,1.0,10,South,Pending,Customer_387,31-05-2025
100992,1992,Mouse,Electronics,30529.77,6.0,20,East,Returned,Customer_130,09-01-2026
100993,1993,Rice,Groceries,82792.17,5.0,20,West,Completed,Customer_139,16-06-2026
100994,1994,Keyboard,Electronics,97865.88,4.0,15,North,Pending,Customer_296,18-03-2026
100995,1995,Jeans,Clothing,74462.08,4.0,0,East,Returned,Customer_491,24-06-2026
100996,1996,Bed,Furniture,91041.7,6.0,15,East,Cancelled,Customer_98,12-02-2025
100997,1997,Helmet,Sports,70213.38,10.0,20,East,Cancelled,Customer_57,09-01-2025
100998,1998,Milk,Groceries,46685.12,3.0,20,South,Cancelled,Customer_250,23-10-2025
100999,1999,Phone,Electronics,1657.68,1.0,0,North,Returned,Customer_157,06-01-2025
101000,2000,Sugar,Groceries,66059.31,1.0,10,South,Completed,Customer_366,05-10-2025
101001,2001,Sofa,Furniture,43261.87,2.0,10,South,Returned,Customer_217,13-02-2026
101002,2002,Phone,Electronics,92027.39,10.0,10,South,Pending,Customer_129,19-05-2025
101003,2003,Bread,Groceries,30176.12,2.0,15,South,Returned,Customer_401,24-03-2026
101004,2004,Keyboard,Electronics,52704.48,6.0,10,West,Cancelled,Customer_219,23-04-2026
101005,2005,Tea,Groceries,46182.27,9.0,0,South,Cancelled,Customer_403,06-09-2025
101006,2006,Helmet,Sports,37373.8,10.0,10,North,Returned,Customer_65,17-02-2026
101007,2007,Camera,Electronics,80767.35,9.0,0,East,Completed,Customer_171,10-04-2025
101008,2008,Shoes,Clothing,48198.64,6.0,20,North,Pending,Customer_265,28-05-2025
101009,2009,Gloves,Sports,96731.12,3.0,5,East,Cancelled,Customer_369,07-01-2025
101010,2010,Bread,Groceries,11559.42,1.0,20,North,Pending,Customer_105,17-04-2025
101011,2011,Rice,Groceries,83289.37,8.0,10,West,Returned,Customer_95,29-08-2025
101012,2012,Tennis Racket,Sports,82186.48,8.0,15,South,Completed,Customer_95,26-05-2025
101013,2013,Desk,Furniture,51200.35,9.0,10,North,Returned,Customer_189,09-10-2025
101014,2014,Tea,Groceries,69795.51,2.0,5,North,Cancelled,Customer_235,04-05-2025
101015,2015,Badminton Racket,Sports,1200.86,5.0,20,West,Completed,Customer_465,30-12-2025
101016,2016,Stool,Furniture,88254.18,8.0,10,South,Cancelled,Customer_463,22-06-2026
101017,2017,Oil,Groceries,17532.24,3.0,10,West,Pending,Customer_143,07-11-2025
101018,2018,Oil,Groceries,91624.39,8.0,5,East,Pending,Customer_358,28-11-2025
101019,2019,Helmet,Sports,34874.71,10.0,0,South,Pending,Customer_50,19-04-2025
101020,2020,Coffee,Groceries,32433.57,4.0,5,North,Pending,Customer_373,29-01-2026
101021,2021,Oil,Groceries,6286.47,5.0,0,West,Cancelled,Customer_311,31-01-2025
101022,2022,Cabinet,Furniture,10855.33,8.0,20,South,Pending,Customer_130,18-05-2026
101023,2023,Eggs,Groceries,22627.1,3.0,5,North,Completed,Customer_323,09-04-2025
101024,2024,Chair,Furniture,81019.88,1.0,20,North,Cancelled,Customer_95,25-06-2026
101025,2025,Bread,Groceries,83257.05,10.0,10,South,Completed,Customer_225,14-03-2026
101026,2026,Oil,Groceries,56958.33,3.0,0,West,Pending,Customer_27,05-12-2025
101027,2027,Monitor,Electronics,82150.65,5.0,10,North,Pending,Customer_496,22-10-2025
101028,2028,Speaker,Electronics,57578.05,9.0,15,North,Completed,Customer_299,28-04-2026
101029,2029,Hoodie,Clothing,3094.81,6.0,0,South,Pending,Customer_281,04-12-2025
101030,2030,Monitor,Electronics,49406.16,10.0,0,East,Completed,Customer_487,03-03-2026
101031,2031,Gloves,Sports,61282.02,2.0,5,East,Completed,Customer_54,06-02-2025
101032,2032,Bread,Groceries,65068.66,7.0,5,North,Completed,Customer_14,20-07-2025
101033,2033,Helmet,Sports,86043.42,1.0,15,South,Returned,Customer_360,14-03-2026
101034,2034,Football,Sports,11646.76,2.0,10,East,Pending,Customer_176,24-03-2026
101035,2035,Monitor,Electronics,,10.0,20,North,Completed,Customer_448,13-09-2025
101036,2036,Mouse,Electronics,5759.79,8.0,10,South,Cancelled,Customer_67,12-02-2026
101037,2037,Oil,Groceries,65693.37,2.0,15,East,Pending,Customer_228,06-11-2025
101038,2038,Shoes,Clothing,29339.07,4.0,20,North,Completed,Customer_178,25-02-2026
101039,2039,Badminton Racket,Sports,28050.41,4.0,20,South,Cancelled,Customer_380,04-08-2025
101040,2040,Tablet,Electronics,72518.58,3.0,15,West,Completed,Customer_11,26-05-2026
101041,2041,Phone,Electronics,27868.94,7.0,0,East,Returned,Customer_254,20-01-2025
101042,2042,Tea,Groceries,44457.57,4.0,15,North,Cancelled,Customer_17,23-12-2025
101043,2043,Smartwatch,Electronics,75472.36,6.0,20,South,Completed,Customer_175,21-03-2026
101044,2044,Rice,Groceries,80758.93,9.0,10,West,Returned,Customer_294,16-06-2026
101045,2045,Jeans,Clothing,96034.47,8.0,5,North,Cancelled,Customer_410,08-10-2025
101046,2046,Monitor,Electronics,77156.79,5.0,20,East,Cancelled,Customer_138,14-09-2025
101047,2047,Cricket Bat,Sports,12518.21,10.0,5,West,Returned,Customer_9,27-03-2026
101048,2048,Camera,Electronics,3796.68,6.0,5,West,Completed,Customer_297,23-03-2025
101049,2049,Shoes,Clothing,55189.64,2.0,10,East,Returned,Customer_66,21-08-2025
101050,2050,Desk,Furniture,87136.79,1.0,5,West,Cancelled,Customer_22,22-08-2025
101051,2051,Phone,Electronics,97530.7,1.0,10,North,Pending,Customer_180,22-04-2025
101052,2052,Speaker,Electronics,44436.89,9.0,20,East,Returned,Customer_37,13-03-2026
101053,2053,Jeans,Clothing,2566.99,10.0,15,East,Returned,Customer_483,29-10-2025
101054,2054,Cricket Bat,Sports,16115.25,1.0,20,North,Completed,Customer_312,05-08-2025
101055,2055,Shoes,Clothing,71605.22,9.0,5,West,Completed,Customer_337,03-06-2025
101056,2056,Oil,Groceries,95522.42,4.0,20,West,Completed,Customer_434,25-06-2026
101057,2057,Smartwatch,Electronics,47285.68,9.0,5,East,Pending,Customer_169,06-09-2025
101058,2058,Jeans,Clothing,45636.54,2.0,15,East,Completed,Customer_181,02-06-2026
101059,2059,Tablet,Electronics,65367.66,10.0,5,South,Pending,Customer_398,22-02-2026
101060,2060,Gloves,Sports,13900.2,5.0,0,North,Returned,Customer_216,02-06-2026
101061,2061,Stool,Furniture,63299.71,4.0,0,South,Completed,Customer_215,27-09-2025
101062,2062,Gloves,Sports,93019.5,2.0,15,North,Pending,Customer_38,16-05-2025
101063,2063,Helmet,Sports,91870.44,7.0,20,South,Cancelled,Customer_61,11-12-2025
101064,2064,Shoes,Clothing,60914.87,2.0,10,West,Returned,Customer_323,06-04-2026
101065,2065,Eggs,Groceries,75790.24,3.0,20,North,Pending,Customer_459,08-01-2025
101066,2066,Helmet,Sports,37050.4,8.0,20,East,Completed,Customer_119,01-11-2025
101067,2067,Sugar,Groceries,4923.97,9.0,15,East,Cancelled,Customer_197,23-11-2025
101068,2068,Desk,Furniture,4289.25,4.0,20,East,Completed,Customer_178,19-10-2025
101069,2069,Table,Furniture,28855.53,8.0,10,East,Completed,Customer_474,26-08-2025
101070,2070,Jeans,Clothing,9688.0,9.0,0,North,Pending,Customer_4,16-05-2026
101071,2071,Tablet,Electronics,20393.78,10.0,5,West,Cancelled,Customer_471,23-04-2025
101072,2072,Camera,Electronics,88899.09,8.0,10,North,Cancelled,Customer_412,22-03-2025
101073,2073,Table,Furniture,32778.86,9.0,20,North,Cancelled,Customer_457,09-02-2025
101074,2074,Oil,Groceries,93243.56,9.0,0,North,Pending,Customer_71,21-01-2026
101075,2075,Sofa,Furniture,26602.08,3.0,15,East,Pending,Customer_102,01-04-2025
101076,2076,Gloves,Sports,74969.65,1.0,20,South,Pending,Customer_20,05-03-2026
101077,2077,Shoes,Clothing,38090.99,10.0,20,South,Cancelled,Customer_431,26-08-2025
101078,2078,Hoodie,Clothing,48557.49,7.0,10,North,Pending,Customer_58,22-10-2025
101079,2079,Coffee,Groceries,32607.16,7.0,10,North,Cancelled,Customer_357,12-02-2026
101080,2080,Stool,Furniture,84028.07,8.0,0,East,Cancelled,Customer_260,09-08-2025
101081,2081,Rice,Groceries,56269.51,6.0,15,West,Returned,Customer_205,24-09-2025
101082,2082,Phone,Electronics,48601.99,4.0,10,West,Returned,Customer_114,20-06-2025
101083,2083,Football,Sports,77977.25,2.0,10,South,Completed,Customer_487,22-01-2025
101084,2084,Oil,Groceries,78065.31,6.0,20,North,Completed,Customer_266,04-08-2025
101085,2085,Shoes,Clothing,19924.14,3.0,5,East,Pending,Customer_467,18-01-2026
101086,2086,Shirt,Clothing,21639.95,4.0,0,North,Returned,Customer_406,12-05-2026
101087,2087,Keyboard,Electronics,28380.66,1.0,5,North,Cancelled,Customer_384,07-05-2025
101088,2088,Tea,Groceries,13206.2,5.0,20,West,Completed,Customer_8,05-06-2025
101089,2089,Smartwatch,Electronics,79282.74,4.0,10,West,Completed,Customer_155,08-10-2025
101090,2090,Bread,Groceries,10057.95,10.0,0,South,Returned,Customer_288,13-10-2025
101091,2091,Eggs,Groceries,90775.81,9.0,15,West,Cancelled,Customer_391,21-04-2025
101092,2092,Bread,Groceries,57830.16,1.0,10,West,Completed,Customer_330,15-11-2025
101093,2093,Jeans,Clothing,80987.11,2.0,15,South,Completed,Customer_73,17-02-2026
101094,2094,Badminton Racket,Sports,52388.23,10.0,15,East,Returned,Customer_160,12-12-2025
101095,2095,Chair,Furniture,32212.15,10.0,10,South,Returned,Customer_280,27-05-2026
101096,2096,Hoodie,Clothing,23650.36,8.0,0,North,Returned,Customer_359,21-03-2025
101097,2097,Milk,Groceries,75712.98,3.0,5,West,Completed,Customer_20,11-03-2026
101098,2098,Milk,Groceries,62653.87,9.0,20,West,Returned,Customer_5,31-10-2025
101099,2099,Printer,Electronics,99574.86,5.0,10,South,Pending,Customer_149,20-06-2026
101100,2100,Cabinet,Furniture,51986.04,5.0,10,South,Pending,Customer_269,01-05-2026
101101,2101,Tablet,Electronics,41688.66,3.0,0,East,Pending,Customer_103,07-04-2025
101102,2102,Badminton Racket,Sports,33170.41,1.0,0,East,Pending,Customer_177,15-01-2025
101103,2103,Bed,Furniture,28490.34,7.0,20,West,Cancelled,Customer_288,27-07-2025
101104,2104,Smartwatch,Electronics,15326.94,4.0,0,South,Returned,Customer_170,11-10-2025
101105,2105,Gloves,Sports,90932.05,4.0,5,North,Pending,Customer_74,18-06-2025
101106,2106,Rice,Groceries,32401.45,1.0,15,West,Cancelled,Customer_155,28-05-2026
101107,2107,Monitor,Electronics,56058.5,7.0,10,East,Cancelled,Customer_272,22-03-2025
101108,2108,Football,Sports,95540.48,5.0,20,West,Returned,Customer_356,14-09-2025
101109,2109,Speaker,Electronics,89986.24,6.0,15,East,Returned,Customer_110,15-07-2025
101110,2110,Sugar,Groceries,17982.66,1.0,5,North,Cancelled,Customer_169,07-04-2025
101111,2111,Jacket,Clothing,50329.06,1.0,10,West,Returned,Customer_23,17-09-2025
101112,2112,Hoodie,Clothing,5816.98,10.0,15,West,Returned,Customer_89,30-04-2026
101113,2113,Cricket Bat,Sports,3915.54,1.0,5,South,Completed,Customer_215,03-05-2025
101114,2114,Camera,Electronics,63784.07,1.0,10,South,Completed,Customer_171,21-11-2025
101115,2115,Cabinet,Furniture,51682.41,7.0,0,North,Pending,Customer_423,29-05-2026
101116,2116,Bed,Furniture,8488.47,8.0,20,West,Pending,Customer_326,04-01-2025
101117,2117,Jacket,Clothing,56099.88,2.0,0,West,Completed,Customer_60,03-04-2025
101118,2118,Table,Furniture,18647.32,10.0,5,North,Pending,Customer_327,19-01-2026
101119,2119,Oil,Groceries,87732.12,4.0,5,South,Cancelled,Customer_28,24-01-2026
101120,2120,Jeans,Clothing,27968.44,10.0,5,East,Pending,Customer_91,30-10-2025
101121,2121,Hoodie,Clothing,44015.87,2.0,10,West,Pending,Customer_19,30-01-2026
101122,2122,Sofa,Furniture,99376.19,7.0,10,South,Cancelled,Customer_359,31-05-2026
101123,2123,Gloves,Sports,79450.07,2.0,5,West,Cancelled,Customer_17,29-04-2025
101124,2124,Gloves,Sports,63148.26,8.0,10,West,Completed,Customer_166,18-04-2025
101125,2125,T-Shirt,Clothing,15959.17,8.0,0,South,Cancelled,Customer_157,16-06-2025
101126,2126,Milk,Groceries,75229.31,8.0,20,West,Returned,Customer_243,07-09-2025
101127,2127,Hoodie,Clothing,37384.16,6.0,0,South,Completed,Customer_216,13-03-2026
101128,2128,Shoes,Clothing,40134.94,1.0,10,South,Pending,Customer_67,08-12-2025
101129,2129,Mouse,Electronics,30996.43,3.0,5,West,Completed,Customer_338,01-06-2025
101130,2130,Desk,Furniture,30198.11,2.0,15,North,Pending,Customer_79,19-01-2026
101131,2131,Camera,Electronics,16017.05,2.0,5,West,Returned,Customer_426,20-04-2026
101132,2132,Table,Furniture,38818.63,6.0,10,East,Returned,Customer_306,08-02-2026
101133,2133,Cricket Bat,Sports,34752.03,10.0,5,South,Cancelled,Customer_186,15-12-2025
101134,2134,Cricket Bat,Sports,61095.6,7.0,5,West,Pending,Customer_23,05-08-2025
101135,2135,Shirt,Clothing,9375.75,7.0,10,East,Returned,Customer_346,08-05-2026
101136,2136,Phone,Electronics,95855.42,7.0,20,North,Returned,Customer_413,26-03-2025
101137,2137,Hoodie,Clothing,73293.8,,10,South,Returned,Customer_352,11-04-2026
101138,2138,Camera,Electronics,65416.34,7.0,15,East,Completed,Customer_310,07-04-2026
101139,2139,Tennis Racket,Sports,78122.25,6.0,0,South,Returned,Customer_273,28-01-2026
101140,2140,Keyboard,Electronics,794.98,10.0,20,West,Returned,Customer_25,21-04-2026
101141,2141,T-Shirt,Clothing,12242.99,8.0,20,East,Cancelled,Customer_218,12-12-2025
101142,2142,T-Shirt,Clothing,54320.57,3.0,15,East,Cancelled,Customer_326,06-02-2025
101143,2143,Cricket Bat,Sports,35788.72,1.0,5,North,Completed,Customer_65,29-05-2025
101144,2144,Tea,Groceries,89282.4,6.0,5,West,Completed,Customer_40,01-12-2025
101145,2145,T-Shirt,Clothing,14760.37,2.0,0,East,Cancelled,Customer_217,15-02-2026
101146,2146,Keyboard,Electronics,95040.85,5.0,0,West,Completed,Customer_407,16-07-2025
101147,2147,Tennis Racket,Sports,99492.35,10.0,5,North,Cancelled,Customer_294,30-04-2026
101148,2148,Shelf,Furniture,27551.2,3.0,20,West,Pending,Customer_348,19-10-2025
101149,2149,T-Shirt,Clothing,40777.56,1.0,10,East,Returned,Customer_307,22-11-2025
101150,2150,Monitor,Electronics,22559.99,6.0,20,West,Returned,Customer_326,03-12-2025
101151,2151,Badminton Racket,Sports,,9.0,10,West,Pending,Customer_237,26-05-2026
101152,2152,Desk,Furniture,67331.3,5.0,20,North,Returned,Customer_288,20-12-2025
101153,2153,Monitor,Electronics,74826.29,9.0,10,West,Returned,Customer_16,09-06-2025
101154,2154,Helmet,Sports,16756.76,6.0,0,East,Returned,Customer_121,20-01-2026
101155,2155,Football,Sports,37905.04,2.0,0,East,Pending,Customer_443,12-06-2025
101156,2156,Tea,Groceries,35267.26,4.0,10,East,Completed,Customer_341,22-11-2025
101157,2157,Helmet,Sports,53297.59,4.0,15,East,Returned,Customer_81,01-07-2025
101158,2158,Eggs,Groceries,433.4,6.0,0,West,Returned,Customer_499,05-03-2026
101159,2159,Bread,Groceries,63678.05,10.0,20,North,Returned,Customer_485,24-01-2025
101160,2160,Shoes,Clothing,25069.08,10.0,10,North,Returned,Customer_283,08-06-2026
101161,2161,Desk,Furniture,45831.11,4.0,5,East,Pending,Customer_151,08-03-2025
101162,2162,Monitor,Electronics,57802.46,8.0,5,South,Returned,Customer_257,24-04-2025
101163,2163,Tennis Racket,Sports,87221.34,3.0,0,North,Completed,Customer_350,21-02-2026
101164,2164,Badminton Racket,Sports,86230.68,2.0,20,North,Completed,Customer_225,08-05-2026
101165,2165,Phone,Electronics,81185.07,1.0,20,West,Returned,Customer_404,08-05-2025
101166,2166,Keyboard,Electronics,84722.33,10.0,5,East,Returned,Customer_337,14-12-2025
101167,2167,Sofa,Furniture,79575.75,4.0,0,West,Returned,Customer_386,08-09-2025
101168,2168,Jacket,Clothing,29599.68,8.0,10,East,Completed,Customer_390,24-05-2025
101169,2169,Bed,Furniture,2691.45,6.0,10,South,Cancelled,Customer_244,27-03-2026
101170,2170,Jeans,Clothing,74398.94,3.0,15,East,Pending,Customer_15,05-08-2025
101171,2171,Tennis Racket,Sports,14921.5,1.0,20,West,Returned,Customer_317,24-06-2025
101172,2172,Hoodie,Clothing,15672.1,9.0,15,South,Returned,Customer_90,11-05-2026
101173,2173,Rice,Groceries,66907.61,2.0,5,South,Cancelled,Customer_312,03-05-2025
101174,2174,Cabinet,Furniture,49929.15,10.0,20,South,Pending,Customer_187,03-02-2025
101175,2175,Oil,Groceries,95207.62,9.0,20,North,Completed,Customer_229,20-06-2026
101176,2176,Sofa,Furniture,25681.6,3.0,5,South,Returned,Customer_91,11-02-2025
101177,2177,Tennis Racket,Sports,55242.37,2.0,0,South,Cancelled,Customer_32,01-08-2025
101178,2178,Sofa,Furniture,58609.17,10.0,0,East,Completed,Customer_101,05-05-2026
101179,2179,Camera,Electronics,8430.28,4.0,20,West,Cancelled,Customer_292,10-01-2025
101180,2180,Badminton Racket,Sports,86127.8,2.0,5,West,Completed,Customer_129,21-02-2026
101181,2181,Tennis Racket,Sports,49311.25,3.0,10,East,Cancelled,Customer_445,12-09-2025
101182,2182,Jacket,Clothing,67816.47,9.0,5,West,Completed,Customer_164,06-06-2026
101183,2183,Coffee,Groceries,16396.77,2.0,0,West,Cancelled,Customer_327,07-07-2025
101184,2184,Table,Furniture,76308.98,4.0,20,West,Completed,Customer_351,04-11-2025
101185,2185,Football,Sports,57143.74,3.0,15,South,Pending,Customer_313,10-06-2025
101186,2186,Shoes,Clothing,98117.33,10.0,10,South,Cancelled,Customer_242,07-11-2025
101187,2187,Jeans,Clothing,30692.62,6.0,10,West,Returned,Customer_391,04-03-2026
101188,2188,Printer,Electronics,5625.21,7.0,15,East,Completed,Customer_420,27-07-2025
101189,2189,Bed,Furniture,29550.21,6.0,15,East,Pending,Customer_409,09-08-2025
101190,2190,Helmet,Sports,44066.3,5.0,10,West,Returned,Customer_488,17-02-2025
101191,2191,Coffee,Groceries,25059.63,10.0,0,East,Cancelled,Customer_276,14-01-2026
101192,2192,Eggs,Groceries,11191.98,3.0,15,South,Pending,Customer_302,03-11-2025
101193,2193,Football,Sports,56227.45,8.0,10,East,Completed,Customer_72,11-03-2025
101194,2194,Jacket,Clothing,90519.84,8.0,10,West,Pending,Customer_236,06-01-2026
101195,2195,Jeans,Clothing,67799.11,5.0,0,South,Completed,Customer_329,25-02-2026
101196,2196,Tea,Groceries,80625.87,1.0,20,East,Completed,Customer_290,24-03-2026
