region_code,order_date,daily_revenue,running_total
EAST,2025-10-02,543030.38,114278927.91
EAST,2025-10-03,970268.28,115249196.19
EAST,2025-10-04,365280.85,115614477.04
EAST,2025-10-05,7231.26,115621708.3
EAST,2025-10-06,688996.69,116310704.99
EAST,2025-10-07,599847.08,116910552.07
EAST,2025-10-08,146.59,116910698.66
EAST,2025-10-09,471003.86,117381702.52
EAST,2025-10-10,227141.01,117608843.53
EAST,2025-10-13,2295.34,117611138.87
EAST,2025-10-14,186414.99,117797553.86
EAST,2025-10-15,1929734.08,119727287.94
EAST,2025-10-16,721080.55,120448368.49
EAST,2025-10-17,2196860.7,122645229.19
EAST,2025-10-18,1017927.42,123663156.61
EAST,2025-10-19,128309.97,123791466.58
EAST,2025-10-20,92106.18,123883572.76
EAST,2025-10-21,898161.39,124781734.15
EAST,2025-10-22,287466.89,125069201.04
EAST,2025-10-24,273866.37,125343067.41
EAST,2025-10-25,165463.44,125508530.85
EAST,2025-10-26,762294.22,126270825.07
EAST,2025-10-27,411382.45,126682207.52
EAST,2025-10-28,1307711.57,127989919.09
EAST,2025-10-31,284417.76,128274336.85
EAST,2025-11-02,561805.27,128836142.12
EAST,2025-11-03,459325.73,129295467.85
EAST,2025-11-04,726738.75,130022206.6
EAST,2025-11-05,818766.84,130840973.44
EAST,2025-11-06,534527.95,131375501.39
EAST,2025-11-07,505709.69,131881211.08
EAST,2025-11-08,715098.37,132596309.45
EAST,2025-11-10,93264.54,132689573.99
EAST,2025-11-11,356548.8,133046122.79
EAST,2025-11-12,350332.91,133396455.7
EAST,2025-11-13,738741.94,134135197.64
EAST,2025-11-14,3168983.43,137304181.07
EAST,2025-11-16,495555.4,137799736.47
EAST,2025-11-17,287267.23,138087003.7
EAST,2025-11-18,391172.72,138478176.42
EAST,2025-11-19,98652.85,138576829.27
EAST,2025-11-20,816386.68,139393215.95
EAST,2025-11-21,1308555.41,140701771.36
EAST,2025-11-22,902268.72,141604040.08
EAST,2025-11-23,452024.98,142056065.06
EAST,2025-11-24,749558.57,142805623.63
EAST,2025-11-26,1206952.14,144012575.77
EAST,2025-11-27,769124.47,144781700.24
EAST,2025-11-28,175818.26,144957518.5
EAST,2025-12-01,393188.0,145350706.5
EAST,2025-12-02,74449.26,145425155.76
EAST,2025-12-03,344240.1,145769395.86
EAST,2025-12-04,350428.3,146119824.16
EAST,2025-12-05,669346.95,146789171.11
EAST,2025-12-06,735766.33,147524937.44
EAST,2025-12-07,639126.53,148164063.97
EAST,2025-12-08,282087.85,148446151.82
EAST,2025-12-09,256070.98,148702222.8
EAST,2025-12-10,1421239.82,150123462.62
EAST,2025-12-11,1419471.72,151542934.34
EAST,2025-12-12,44355.6,151587289.94
EAST,2025-12-13,367642.47,151954932.41
EAST,2025-12-15,148261.97,152103194.38
EAST,2025-12-16,128480.66,152231675.04
EAST,2025-12-17,36407.59,152268082.63
EAST,2025-12-18,759158.13,153027240.76
EAST,2025-12-19,13615.29,153040856.05
EAST,2025-12-20,171282.47,153212138.52
EAST,2025-12-21,665797.37,153877935.89
EAST,2025-12-22,1732683.65,155610619.54
EAST,2025-12-23,87222.43,155697841.97
EAST,2025-12-25,180397.72,155878239.69
EAST,2025-12-26,688742.78,156566982.47
EAST,2025-12-27,819434.93,157386417.4
EAST,2026-01-01,135330.64,157521748.04
EAST,2026-01-06,138154.31,157659902.35
EAST,2026-01-07,421286.54,158081188.89
EAST,2026-01-09,2806.7,158083995.59
EAST,2026-01-10,21806.47,158105802.06
EAST,2026-01-15,1669.7,158107471.76
EAST,2026-01-16,264767.51,158372239.27
EAST,2026-01-17,1129621.71,159501860.98
EAST,2026-01-18,17892.69,159519753.67
EAST,2026-01-20,16457.77,159536211.44
EAST,2026-01-21,191170.02,159727381.46
EAST,2026-01-22,159316.93,159886698.39
EAST,2026-01-23,34203.18,159920901.57
EAST,2026-01-24,394668.0,160315569.57
EAST,2026-01-27,240760.58,160556330.15
EAST,2026-01-28,487761.32,161044091.47
EAST,2026-01-30,84154.16,161128245.63
EAST,2026-01-31,64520.5,161192766.13
EAST,2026-02-01,861426.4,162054192.53
EAST,2026-02-04,273872.66,162328065.19
EAST,2026-02-05,1087632.65,163415697.84
EAST,2026-02-08,776986.91,164192684.75
EAST,2026-02-10,1591.71,164194276.46
EAST,2026-02-11,315192.88,164509469.34
EAST,2026-02-14,275160.23,164784629.57
EAST,2026-02-15,23560.34,164808189.91
EAST,2026-02-18,293163.57,165101353.48
EAST,2026-02-19,352756.2,165454109.68
EAST,2026-02-20,5582.7,165459692.38
EAST,2026-02-21,31610.73,165491303.11
EAST,2026-02-23,410401.85,165901704.96
EAST,2026-02-25,531454.34,166433159.3
EAST,2026-03-01,30469.78,166463629.08
EAST,2026-03-03,19621.29,166483250.37
EAST,2026-03-05,28755.88,166512006.25
EAST,2026-03-09,166905.49,166678911.74
EAST,2026-03-15,3561.28,166682473.02
EAST,2026-03-16,14511.9,166696984.92
EAST,2026-03-18,2047.92,166699032.84
EAST,2026-03-23,318343.19,167017376.03
EAST,2026-03-24,30536.31,167047912.34
EAST,2026-03-28,87426.42,167135338.76
EAST,2026-03-30,13213.89,167148552.65
EAST,2026-03-31,214106.6,167362659.25
EAST,2026-04-01,388168.99,167750828.24
EAST,2026-04-03,3648.73,167754476.97
EAST,2026-04-09,157693.76,167912170.73
EAST,2026-04-10,0.0,167912170.73
EAST,2026-04-11,562795.67,168474966.4
EAST,2026-04-13,224050.65,168699017.05
EAST,2026-04-15,7445.68,168706462.73
EAST,2026-04-16,1115914.94,169822377.67
EAST,2026-04-22,1283830.13,171106207.8
EAST,2026-04-24,590231.94,171696439.74
EAST,2026-04-27,128514.49,171824954.23
EAST,2026-04-28,2401.92,171827356.15
EAST,2026-04-29,275562.51,172102918.66
EAST,2026-05-01,201245.73,172304164.39
EAST,2026-05-04,682890.13,172987054.52
EAST,2026-05-07,735166.37,173722220.89
EAST,2026-05-10,12952.22,173735173.11
EAST,2026-05-11,2080663.36,175815836.47
EAST,2026-05-12,43347.86,175859184.33
EAST,2026-05-16,15204.27,175874388.6
EAST,2026-05-17,10330.63,175884719.23
EAST,2026-05-18,138482.01,176023201.24
EAST,2026-05-22,654250.25,176677451.49
EAST,2026-05-24,112796.61,176790248.1
EAST,2026-05-26,70323.47,176860571.57
EAST,2026-05-28,502361.03,177362932.6
EAST,2026-05-30,56507.11,177419439.71
EAST,2026-06-01,98704.05,177518143.76
EAST,2026-06-02,43033.33,177561177.09
EAST,2026-06-08,140118.27,177701295.36
EAST,2026-06-09,24014.98,177725310.34
EAST,2026-06-10,203759.1,177929069.44
EAST,2026-06-11,813010.1,178742079.54
EAST,2026-06-12,137529.58,178879609.12
EAST,2026-06-13,247141.07,179126750.19
EAST,2026-06-21,194198.4,179320948.59
EAST,2026-06-22,29003.14,179349951.73
EAST,2026-06-23,38233.79,179388185.52
EAST,2026-06-25,495329.13,179883514.65
EAST,2026-06-28,197453.36,180080968.01
EAST,2026-06-29,184986.99,180265955.0
EAST,2026-07-03,168111.58,180434066.58
EAST,2026-07-04,8608.56,180442675.14
EAST,2026-07-06,438181.49,180880856.63
EAST,2026-07-13,5341.64,180886198.27
EAST,2026-07-14,278006.76,181164205.03
EAST,2026-07-16,191045.94,181355250.97
EAST,2026-07-18,1063512.12,182418763.09
EAST,2026-07-21,28742.82,182447505.91
EAST,2026-07-26,454776.38,182902282.29
EAST,2026-07-29,422364.2,183324646.49
EAST,2026-09-11,232530.93,183557177.42
EAST,2026-09-30,522015.97,184079193.39
EAST,2026-10-19,520745.16,184599938.55
EAST,2026-10-27,314574.41,184914512.96
EAST,2026-11-13,556213.27,185470726.23
EAST,2026-11-25,1168402.97,186639129.2
EAST,2026-11-26,16134.82,186655264.02
EAST,2026-12-23,147051.65,186802315.67
EAST,2027-01-01,459586.94,187261902.61
EAST,2027-01-06,627207.61,187889110.22
NORTH,2024-01-02,393168.4,393168.4
NORTH,2024-01-03,17508.29,410676.69
NORTH,2024-01-04,1171709.06,1582385.75
NORTH,2024-01-05,427986.79,2010372.54
NORTH,2024-01-06,113418.51,2123791.05
NORTH,2024-01-09,775368.48,2899159.53
NORTH,2024-01-10,243852.0,3143011.53
NORTH,2024-01-11,403615.08,3546626.61
NORTH,2024-01-12,107304.98,3653931.59
NORTH,2024-01-13,850996.11,4504927.7
NORTH,2024-01-14,401503.77,4906431.47
NORTH,2024-01-15,171458.28,5077889.75
NORTH,2024-01-17,687232.81,5765122.56
NORTH,2024-01-18,663668.08,6428790.64
NORTH,2024-01-19,627238.07,7056028.71
NORTH,2024-01-20,1357302.75,8413331.46
NORTH,2024-01-21,1170951.48,9584282.94
NORTH,2024-01-22,860239.1,10444522.04
NORTH,2024-01-23,577649.58,11022171.62
NORTH,2024-01-24,1139866.57,12162038.19
NORTH,2024-01-25,568185.5,12730223.69
NORTH,2024-01-27,340615.23,13070838.92
NORTH,2024-01-28,195226.59,13266065.51
NORTH,2024-01-29,643630.58,13909696.09
NORTH,2024-01-30,1095843.38,15005539.47
NORTH,2024-01-31,1027896.59,16033436.06
NORTH,2024-02-01,150041.64,16183477.7
NORTH,2024-02-02,1010093.25,17193570.95
NORTH,2024-02-03,473392.04,17666962.99
NORTH,2024-02-04,1044864.99,18711827.98
NORTH,2024-02-05,423637.05,19135465.03
NORTH,2024-02-07,12678.62,19148143.65
NORTH,2024-02-08,25339.69,19173483.34
NORTH,2024-02-09,542532.73,19716016.07
NORTH,2024-02-11,22833.17,19738849.24
NORTH,2024-02-12,2376153.57,22115002.81
NORTH,2024-02-13,1015058.36,23130061.17
NORTH,2024-02-14,47226.3,23177287.47
NORTH,2024-02-15,181669.61,23358957.08
NORTH,2024-02-16,1229895.65,24588852.73
NORTH,2024-02-18,812681.8,25401534.53
NORTH,2024-02-19,175224.29,25576758.82
NORTH,2024-02-21,1469358.34,27046117.16
NORTH,2024-02-22,377710.34,27423827.5
NORTH,2024-02-24,829176.33,28253003.83
NORTH,2024-02-25,869567.98,29122571.81
NORTH,2024-02-26,84925.88,29207497.69
NORTH,2024-02-27,291864.75,29499362.44
NORTH,2024-02-29,17252.01,29516614.45
NORTH,2024-03-01,303519.23,29820133.68
NORTH,2024-03-02,288433.95,30108567.63
NORTH,2024-03-03,23301.22,30131868.85
NORTH,2024-03-04,966769.31,31098638.16
NORTH,2024-03-06,832814.24,31931452.4
NORTH,2024-03-07,285696.79,32217149.19
NORTH,2024-03-08,219455.52,32436604.71
NORTH,2024-03-09,501072.33,32937677.04
NORTH,2024-03-10,138642.92,33076319.96
NORTH,2024-03-11,477545.13,33553865.09
NORTH,2024-03-12,215110.66,33768975.75
NORTH,2024-03-13,1342986.93,35111962.68
NORTH,2024-03-14,459487.1,35571449.78
NORTH,2024-03-15,5937.11,35577386.89
NORTH,2024-03-16,733994.04,36311380.93
NORTH,2024-03-17,263672.43,36575053.36
NORTH,2024-03-18,20928.83,36595982.19
NORTH,2024-03-21,81214.24,36677196.43
NORTH,2024-03-22,103874.82,36781071.25
NORTH,2024-03-23,962204.8,37743276.05
NORTH,2024-03-25,1121359.66,38864635.71
NORTH,2024-03-26,57562.46,38922198.17
NORTH,2024-03-27,1720264.97,40642463.14
NORTH,2024-03-28,692165.38,41334628.52
NORTH,2024-03-29,564104.23,41898732.75
NORTH,2024-03-30,18372.25,41917105.0
NORTH,2024-04-03,520870.01,42437975.01
NORTH,2024-04-04,42174.13,42480149.14
NORTH,2024-04-05,30040.57,42510189.71
NORTH,2024-04-06,634411.62,43144601.33
NORTH,2024-04-07,1240928.42,44385529.75
NORTH,2024-04-09,58361.83,44443891.58
NORTH,2024-04-12,8793.43,44452685.01
NORTH,2024-04-13,1036392.84,45489077.85
NORTH,2024-04-14,40431.5,45529509.35
NORTH,2024-04-15,308383.54,45837892.89
NORTH,2024-04-16,43791.95,45881684.84
NORTH,2024-04-17,117049.98,45998734.82
NORTH,2024-04-19,565524.8,46564259.62
NORTH,2024-04-20,69075.21,46633334.83
NORTH,2024-04-21,733167.06,47366501.89
NORTH,2024-04-22,544532.98,47911034.87
NORTH,2024-04-24,33733.92,47944768.79
NORTH,2024-04-25,581465.66,48526234.45
NORTH,2024-04-27,371482.21,48897716.66
NORTH,2024-04-28,688491.76,49586208.42
NORTH,2024-04-29,869114.12,50455322.54
NORTH,2024-04-30,17814.24,50473136.78
NORTH,2024-05-02,133212.42,50606349.2
NORTH,2024-05-03,25386.05,50631735.25
NORTH,2024-05-04,1411725.63,52043460.88
NORTH,2024-05-05,91239.61,52134700.49
NORTH,2024-05-07,119637.05,52254337.54
NORTH,2024-05-08,539753.95,52794091.49
NORTH,2024-05-10,149702.39,52943793.88
NORTH,2024-05-11,791620.47,53735414.35
NORTH,2024-05-12,2580281.06,56315695.41
NORTH,2024-05-13,15902.78,56331598.19
NORTH,2024-05-14,628610.94,56960209.13
NORTH,2024-05-15,132405.3,57092614.43
NORTH,2024-05-16,1466623.15,58559237.58
NORTH,2024-05-17,178063.64,58737301.22
NORTH,2024-05-18,234911.34,58972212.56
NORTH,2024-05-19,423239.91,59395452.47
NORTH,2024-05-20,482836.07,59878288.54
NORTH,2024-05-24,247365.01,60125653.55
NORTH,2024-05-25,14859.9,60140513.45
NORTH,2024-05-26,8156.15,60148669.6
NORTH,2024-05-27,1018401.21,61167070.81
NORTH,2024-05-28,122365.63,61289436.44
NORTH,2024-05-29,6466.16,61295902.6
NORTH,2024-05-31,1018929.15,62314831.75
NORTH,2024-06-01,487672.6,62802504.35
NORTH,2024-06-02,1259756.14,64062260.49
NORTH,2024-06-03,181178.87,64243439.36
NORTH,2024-06-04,801890.02,65045329.38
NORTH,2024-06-07,3076.27,65048405.65
NORTH,2024-06-08,128791.08,65177196.73
NORTH,2024-06-09,162103.71,65339300.44
NORTH,2024-06-10,1950539.51,67289839.95
NORTH,2024-06-11,471157.63,67760997.58
NORTH,2024-06-14,68565.45,67829563.03
NORTH,2024-06-17,515918.87,68345481.9
NORTH,2024-06-18,1202109.93,69547591.83
NORTH,2024-06-19,726899.92,70274491.75
NORTH,2024-06-20,1078104.47,71352596.22
NORTH,2024-06-23,3442.64,71356038.86
NORTH,2024-06-25,510539.36,71866578.22
NORTH,2024-06-26,225743.51,72092321.73
NORTH,2024-06-27,1009703.21,73102024.94
NORTH,2024-06-29,168148.43,73270173.37
NORTH,2024-07-01,853279.33,74123452.7
NORTH,2024-07-02,120138.01,74243590.71
NORTH,2024-07-03,1268786.39,75512377.1
NORTH,2024-07-05,768754.45,76281131.55
NORTH,2024-07-08,322461.46,76603593.01
NORTH,2024-07-09,756910.01,77360503.02
NORTH,2024-07-10,1575651.22,78936154.24
NORTH,2024-07-11,852716.46,79788870.7
NORTH,2024-07-13,156445.69,79945316.39
NORTH,2024-07-15,836640.03,80781956.42
NORTH,2024-07-17,684920.51,81466876.93
NORTH,2024-07-18,394585.9,81861462.83
NORTH,2024-07-19,49505.14,81910967.97
NORTH,2024-07-21,336118.43,82247086.4
NORTH,2024-07-22,626913.45,82873999.85
NORTH,2024-07-23,261048.92,83135048.77
NORTH,2024-07-24,67633.58,83202682.35
NORTH,2024-07-25,260736.99,83463419.34
NORTH,2024-07-26,512613.87,83976033.21
NORTH,2024-07-27,392870.09,84368903.3
NORTH,2024-07-28,866.73,84369770.03
NORTH,2024-07-29,552642.3,84922412.33
NORTH,2024-07-30,35388.44,84957800.77
NORTH,2024-07-31,139452.63,85097253.4
NORTH,2024-08-01,88921.38,85186174.78
NORTH,2024-08-02,440923.44,85627098.22
NORTH,2024-08-04,252117.58,85879215.8
NORTH,2024-08-05,39767.76,85918983.56
NORTH,2024-08-07,378616.84,86297600.4
NORTH,2024-08-08,709161.21,87006761.61
NORTH,2024-08-09,2050.46,87008812.07
NORTH,2024-08-10,413777.46,87422589.53
NORTH,2024-08-12,322257.66,87744847.19
NORTH,2024-08-14,18962.26,87763809.45
NORTH,2024-08-16,225655.43,87989464.88
NORTH,2024-08-17,278140.63,88267605.51
NORTH,2024-08-18,862000.67,89129606.18
NORTH,2024-08-19,196887.48,89326493.66
NORTH,2024-08-20,1206.98,89327700.64
NORTH,2024-08-21,771431.71,90099132.35
NORTH,2024-08-22,1140539.07,91239671.42
NORTH,2024-08-23,7774.24,91247445.66
NORTH,2024-08-25,1482682.14,92730127.8
NORTH,2024-08-26,7411.1,92737538.9
NORTH,2024-08-29,15087.74,92752626.64
NORTH,2024-08-31,184570.69,92937197.33
NORTH,2024-09-01,55873.79,92993071.12
NORTH,2024-09-02,619154.97,93612226.09
NORTH,2024-09-03,361443.43,93973669.52
NORTH,2024-09-04,351882.67,94325552.19
NORTH,2024-09-05,316866.02,94642418.21
NORTH,2024-09-09,440637.88,95083056.09
NORTH,2024-09-10,1294176.08,96377232.17
NORTH,2024-09-11,806397.63,97183629.8
NORTH,2024-09-12,168847.47,97352477.27
NORTH,2024-09-13,4040.96,97356518.23
NORTH,2024-09-14,123446.37,97479964.6
NORTH,2024-09-16,1718353.01,99198317.61
NORTH,2024-09-17,58903.32,99257220.93
NORTH,2024-09-18,55162.74,99312383.67
NORTH,2024-09-19,2235397.27,101547780.94
NORTH,2024-09-20,87588.6,101635369.54
NORTH,2024-09-21,271252.27,101906621.81
NORTH,2024-09-22,215697.62,102122319.43
NORTH,2024-09-23,16560.06,102138879.49
NORTH,2024-09-24,352833.24,102491712.73
NORTH,2024-09-25,322231.93,102813944.66
NORTH,2024-09-26,577863.66,103391808.32
NORTH,2024-09-27,2186661.44,105578469.76
NORTH,2024-09-28,154923.89,105733393.65
NORTH,2024-09-30,332730.8,106066124.45
NORTH,2024-10-01,1197354.76,107263479.21
NORTH,2024-10-02,928458.92,108191938.13
NORTH,2024-10-03,73399.71,108265337.84
NORTH,2024-10-04,2127039.21,110392377.05
NORTH,2024-10-05,2414257.8,112806634.85
NORTH,2024-10-06,3102784.56,115909419.41
NORTH,2024-10-07,274294.82,116183714.23
NORTH,2024-10-08,1085567.17,117269281.4
NORTH,2024-10-09,2097060.36,119366341.76
NORTH,2024-10-10,96156.94,119462498.7
NORTH,2024-10-11,548559.62,120011058.32
NORTH,2024-10-12,1661686.98,121672745.3
NORTH,2024-10-13,1077520.51,122750265.81
NORTH,2024-10-14,933643.65,123683909.46
NORTH,2024-10-15,1229988.18,124913897.64
NORTH,2024-10-16,535676.73,125449574.37
NORTH,2024-10-17,2589999.56,128039573.93
NORTH,2024-10-18,358023.68,128397597.61
NORTH,2024-10-19,1231655.02,129629252.63
NORTH,2024-10-20,573505.9,130202758.53
NORTH,2024-10-21,1465270.96,131668029.49
NORTH,2024-10-22,2058578.41,133726607.9
NORTH,2024-10-23,1479200.25,135205808.15
NORTH,2024-10-24,1415810.53,136621618.68
NORTH,2024-10-25,1382377.23,138003995.91
NORTH,2024-10-26,1383529.99,139387525.9
NORTH,2024-10-27,2388705.5,141776231.4
NORTH,2024-10-28,127708.3,141903939.7
NORTH,2024-10-30,1006832.2,142910771.9
NORTH,2024-10-31,664545.5,143575317.4
NORTH,2024-11-01,4345587.1,147920904.5
NORTH,2024-11-02,683694.76,148604599.26
NORTH,2024-11-03,3021705.37,151626304.63
NORTH,2024-11-04,1316753.52,152943058.15
NORTH,2024-11-05,1661831.71,154604889.86
NORTH,2024-11-06,1738234.35,156343124.21
NORTH,2024-11-07,1683467.75,158026591.96
NORTH,2024-11-08,609168.02,158635759.98
NORTH,2024-11-09,52619.79,158688379.77
NORTH,2024-11-10,547738.35,159236118.12
NORTH,2024-11-11,840861.07,160076979.19
NORTH,2024-11-12,1066036.52,161143015.71
NORTH,2024-11-13,2729229.47,163872245.18
NORTH,2024-11-14,670307.47,164542552.65
NORTH,2024-11-15,2907090.1,167449642.75
NORTH,2024-11-16,3298323.12,170747965.87
NORTH,2024-11-17,374355.59,171122321.46
NORTH,2024-11-18,2545325.44,173667646.9
NORTH,2024-11-19,1352984.78,175020631.68
NORTH,2024-11-20,263352.3,175283983.98
NORTH,2024-11-21,2364568.8,177648552.78
NORTH,2024-11-22,1967260.0,179615812.78
NORTH,2024-11-23,2100589.72,181716402.5
NORTH,2024-11-24,1185375.25,182901777.75
NORTH,2024-11-25,2597910.11,185499687.86
NORTH,2024-11-26,2875330.04,188375017.9
NORTH,2024-11-27,1688282.22,190063300.12
NORTH,2024-11-28,301638.95,190364939.07
NORTH,2024-11-29,1386434.76,191751373.83
NORTH,2024-11-30,161240.13,191912613.96
NORTH,2024-12-01,331794.44,192244408.4
NORTH,2024-12-02,1522271.16,193766679.56
NORTH,2024-12-03,2964721.5,196731401.06
NORTH,2024-12-04,695788.16,197427189.22
NORTH,2024-12-05,1174651.92,198601841.14
NORTH,2024-12-06,1413406.47,200015247.61
NORTH,2024-12-07,1017473.98,201032721.59
NORTH,2024-12-08,969340.39,202002061.98
NORTH,2024-12-09,927660.9,202929722.88
NORTH,2024-12-10,1437606.37,204367329.25
NORTH,2024-12-11,454466.32,204821795.57
NORTH,2024-12-12,2632293.6,207454089.17
NORTH,2024-12-13,173195.5,207627284.67
NORTH,2024-12-14,1200336.15,208827620.82
NORTH,2024-12-15,1076246.09,209903866.91
NORTH,2024-12-16,1119626.21,211023493.12
NORTH,2024-12-17,2078674.64,213102167.76
NORTH,2024-12-18,1942816.47,215044984.23
NORTH,2024-12-19,2136315.2,217181299.43
NORTH,2024-12-20,2403706.15,219585005.58
NORTH,2024-12-21,1636637.61,221221643.19
NORTH,2024-12-22,515724.22,221737367.41
NORTH,2024-12-23,737649.39,222475016.8
NORTH,2024-12-24,1460653.47,223935670.27
NORTH,2024-12-25,2406580.28,226342250.55
NORTH,2024-12-26,2144639.87,228486890.42
NORTH,2024-12-27,1397039.6,229883930.02
NORTH,2024-12-28,958274.72,230842204.74
NORTH,2024-12-29,946632.57,231788837.31
NORTH,2024-12-30,204140.77,231992978.08
NORTH,2024-12-31,97169.31,232090147.39
NORTH,2025-01-01,94101.77,232184249.16
NORTH,2025-01-04,7259.02,232191508.18
NORTH,2025-01-05,291962.81,232483470.99
NORTH,2025-01-08,233868.49,232717339.48
NORTH,2025-01-09,8829.57,232726169.05
NORTH,2025-01-10,2314809.85,235040978.9
NORTH,2025-01-11,694535.31,235735514.21
NORTH,2025-01-12,9577.64,235745091.85
NORTH,2025-01-13,325074.98,236070166.83
NORTH,2025-01-15,70151.66,236140318.49
NORTH,2025-01-17,7674.48,236147992.97
NORTH,2025-01-18,1291761.63,237439754.6
NORTH,2025-01-20,1231198.84,238670953.44
NORTH,2025-01-21,72092.0,238743045.44
NORTH,2025-01-23,1680112.96,240423158.4
NORTH,2025-01-24,142495.95,240565654.35
NORTH,2025-01-25,234183.92,240799838.27
NORTH,2025-01-26,640302.56,241440140.83
NORTH,2025-01-28,214951.92,241655092.75
NORTH,2025-01-29,906771.34,242561864.09
NORTH,2025-01-30,215987.08,242777851.17
NORTH,2025-01-31,834151.59,243612002.76
NORTH,2025-02-01,40808.66,243652811.42
NORTH,2025-02-02,60585.71,243713397.13
NORTH,2025-02-03,352097.56,244065494.69
NORTH,2025-02-04,5165.5,244070660.19
NORTH,2025-02-06,2006068.94,246076729.13
NORTH,2025-02-08,126181.86,246202910.99
NORTH,2025-02-09,596030.1,246798941.09
NORTH,2025-02-10,867853.11,247666794.2
NORTH,2025-02-11,403715.76,248070509.96
NORTH,2025-02-12,114047.7,248184557.66
NORTH,2025-02-13,85931.4,248270489.06
NORTH,2025-02-14,332370.81,248602859.87
NORTH,2025-02-15,12007.78,248614867.65
NORTH,2025-02-16,192173.64,248807041.29
NORTH,2025-02-19,975360.92,249782402.21
NORTH,2025-02-20,3063744.82,252846147.03
NORTH,2025-02-22,100061.46,252946208.49
NORTH,2025-02-23,1630427.46,254576635.95
NORTH,2025-02-24,947.59,254577583.54
NORTH,2025-02-25,95140.69,254672724.23
NORTH,2025-02-26,75436.38,254748160.61
NORTH,2025-02-27,33670.75,254781831.36
NORTH,2025-03-01,323996.06,255105827.42
NORTH,2025-03-02,1250200.03,256356027.45
NORTH,2025-03-03,196864.96,256552892.41
NORTH,2025-03-07,396249.96,256949142.37
NORTH,2025-03-08,237668.49,257186810.86
NORTH,2025-03-09,1274818.15,258461629.01
NORTH,2025-03-10,792545.38,259254174.39
NORTH,2025-03-11,5753.73,259259928.12
NORTH,2025-03-13,39173.92,259299102.04
NORTH,2025-03-14,1508176.17,260807278.21
NORTH,2025-03-15,633344.55,261440622.76
NORTH,2025-03-16,26211.84,261466834.6
NORTH,2025-03-17,65492.11,261532326.71
NORTH,2025-03-18,69915.26,261602241.97
NORTH,2025-03-19,25252.76,261627494.73
NORTH,2025-03-22,1628916.8,263256411.53
NORTH,2025-03-23,596485.05,263852896.58
NORTH,2025-03-24,184480.72,264037377.3
NORTH,2025-03-25,902075.03,264939452.33
NORTH,2025-03-26,516045.61,265455497.94
NORTH,2025-03-27,15232.94,265470730.88
NORTH,2025-03-28,1001365.38,266472096.26
NORTH,2025-03-30,1917.71,266474013.97
NORTH,2025-03-31,724354.99,267198368.96
NORTH,2025-04-01,579170.01,267777538.97
NORTH,2025-04-02,375158.99,268152697.96
NORTH,2025-04-03,20014.37,268172712.33
NORTH,2025-04-04,357640.6,268530352.93
NORTH,2025-04-06,577977.2,269108330.13
NORTH,2025-04-07,541272.25,269649602.38
NORTH,2025-04-10,2670.27,269652272.65
NORTH,2025-04-11,5664.08,269657936.73
NORTH,2025-04-12,93209.0,269751145.73
NORTH,2025-04-13,456735.79,270207881.52
NORTH,2025-04-14,4318.94,270212200.46
NORTH,2025-04-16,471907.66,270684108.12
NORTH,2025-04-17,627451.84,271311559.96
NORTH,2025-04-18,335198.74,271646758.7
NORTH,2025-04-19,855147.24,272501905.94
NORTH,2025-04-20,1084246.25,273586152.19
NORTH,2025-04-21,410155.29,273996307.48
NORTH,2025-04-24,1024092.59,275020400.07
NORTH,2025-04-25,874651.98,275895052.05
NORTH,2025-04-26,351217.99,276246270.04
NORTH,2025-04-27,654824.5,276901094.54
NORTH,2025-04-28,64512.65,276965607.19
NORTH,2025-04-29,3441640.31,280407247.5
NORTH,2025-05-01,1091310.49,281498557.99
NORTH,2025-05-02,653044.85,282151602.84
NORTH,2025-05-04,476584.18,282628187.02
NORTH,2025-05-06,713237.35,283341424.37
NORTH,2025-05-08,353626.13,283695050.5
NORTH,2025-05-10,96705.46,283791755.96
NORTH,2025-05-11,1451346.94,285243102.9
NORTH,2025-05-12,646029.28,285889132.18
NORTH,2025-05-13,1572135.26,287461267.44
NORTH,2025-05-16,516025.64,287977293.08
NORTH,2025-05-17,675343.47,288652636.55
NORTH,2025-05-18,112094.55,288764731.1
NORTH,2025-05-19,80247.2,288844978.3
NORTH,2025-05-20,546832.76,289391811.06
NORTH,2025-05-22,1366892.43,290758703.49
NORTH,2025-05-23,750694.62,291509398.11
NORTH,2025-05-25,438491.94,291947890.05
NORTH,2025-05-26,208723.35,292156613.4
NORTH,2025-05-27,763532.72,292920146.12
NORTH,2025-05-28,1232609.82,294152755.94
NORTH,2025-05-29,2003252.43,296156008.37
NORTH,2025-05-31,133338.67,296289347.04
NORTH,2025-06-03,1060871.39,297350218.43
NORTH,2025-06-04,34582.48,297384800.91
NORTH,2025-06-05,233775.48,297618576.39
NORTH,2025-06-06,351643.08,297970219.47
NORTH,2025-06-08,180029.02,298150248.49
NORTH,2025-06-09,294865.68,298445114.17
NORTH,2025-06-11,495499.56,298940613.73
NORTH,2025-06-12,63658.69,299004272.42
NORTH,2025-06-13,135856.86,299140129.28
NORTH,2025-06-15,1641.86,299141771.14
NORTH,2025-06-16,6146.15,299147917.29
NORTH,2025-06-18,2445.54,299150362.83
NORTH,2025-06-21,38474.89,299188837.72
NORTH,2025-06-22,11691.84,299200529.56
NORTH,2025-06-23,83393.16,299283922.72
NORTH,2025-06-24,108921.68,299392844.4
