order_id,customer_id,calculated_revenue,payment_amount,revenue_difference
3121,816,5651.2500,null,5651.2500
16259,497,5651.2500,null,5651.2500
17302,1167,5651.2500,null,5651.2500
14075,1951,5651.2500,null,5651.2500
8379,1883,5651.2500,null,5651.2500
8409,494,6330.6400,683.0900,5647.5500
16696,1037,6713.7200,1066.8300,5646.8900
14939,1734,5646.1500,null,5646.1500
11246,1712,5646.1500,null,5646.1500
18868,1155,5646.1500,null,5646.1500
360,1426,5646.1500,null,5646.1500
358,1913,5646.1500,null,5646.1500
2598,1531,5646.1500,null,5646.1500
15302,1617,5646.1500,null,5646.1500
129,918,5646.1500,null,5646.1500
9169,599,5646.1500,null,5646.1500
12933,1061,6358.0500,712.1800,5645.8700
17732,1789,6480.1500,834.6200,5645.5300
3824,1337,6358.0500,712.9700,5645.0800
13685,55,5644.6500,null,5644.6500
13486,392,5644.6500,null,5644.6500
13318,233,5644.6500,null,5644.6500
6610,1811,6507.4500,863.6000,5643.8500
6771,1600,6494.2800,851.1700,5643.1100
1258,1443,7222.7500,1580.7800,5641.9700
19885,1535,6495.1200,853.3100,5641.8100
8103,302,7348.4800,1708.2100,5640.2700
177,1650,6002.5500,364.7700,5637.7800
8890,1570,6954.4400,1317.3700,5637.0700
1019,876,6865.8600,1232.2300,5633.6300
7075,1067,7536.9500,1904.7100,5632.2400
18641,798,7149.5600,1519.1300,5630.4300
10913,1117,6002.5500,372.7900,5629.7600
4511,512,7280.2000,1652.2200,5627.9800
4360,1275,6473.5800,845.6400,5627.9400
19334,1338,6358.0500,737.2900,5620.7600
1637,1421,6297.2100,677.8200,5619.3900
290,1307,7421.4800,1802.9500,5618.5300
14394,1038,7058.8800,1441.2500,5617.6300
4846,913,5742.3200,124.7900,5617.5300
14024,209,6831.0900,1214.8000,5616.2900
8374,31,6753.5000,1139.1400,5614.3600
6271,926,6029.5600,419.4500,5610.1100
15540,1715,5793.5200,183.9600,5609.5600
12049,1017,6108.3900,499.0800,5609.3100
9629,894,7167.7600,1559.5700,5608.1900
19355,538,6507.4500,899.9000,5607.5500
14522,640,6753.5000,1148.4900,5605.0100
6458,1347,6358.0500,753.3100,5604.7400
7368,1973,6519.5500,914.8500,5604.7000
16925,1558,7209.0400,1605.4100,5603.6300
12658,1298,7181.8000,1580.3700,5601.4300
5380,1906,6633.3200,1033.1300,5600.1900
8814,1456,7126.3600,1529.0100,5597.3500
16732,1039,7126.3600,1533.9400,5592.4200
16123,234,6644.7600,1054.6100,5590.1500
1696,1458,6002.5500,413.3200,5589.2300
16234,1462,5800.5500,213.2800,5587.2700
11206,1250,7046.5600,1459.7300,5586.8300
7728,1035,7177.9000,1591.4100,5586.4900
5681,28,6831.0900,1244.7600,5586.3300
19478,1831,6507.4500,924.7800,5582.6700
13926,868,5684.2500,103.0300,5581.2200
7518,1450,6330.6400,750.2400,5580.4000
8979,282,7167.7600,1587.9100,5579.8500
5890,1951,6330.6400,752.2300,5578.4100
10212,1646,5778.2000,200.5500,5577.6500
10480,1083,6073.2800,498.5500,5574.7300
10013,589,6569.2800,996.4400,5572.8400
58,1875,6029.5600,456.8100,5572.7500
17342,523,5684.2500,111.5400,5572.7100
3459,605,6507.4500,935.8200,5571.6300
17044,11,5684.2500,112.9300,5571.3200
4285,1709,7046.5600,1475.6600,5570.9000
8123,1486,6402.7600,834.2100,5568.5500
11468,151,6480.1500,912.3500,5567.8000
18316,656,6507.4500,939.7400,5567.7100
8037,1543,5566.1100,null,5566.1100
15241,712,5566.1100,null,5566.1100
2302,51,5566.1100,null,5566.1100
1188,1248,5566.1100,null,5566.1100
15476,108,5566.1100,null,5566.1100
2244,389,5566.1100,null,5566.1100
7090,808,7167.7600,1602.8200,5564.9400
6909,617,7241.9000,1677.5000,5564.4000
11013,877,6107.5200,543.6100,5563.9100
17687,1624,7241.9000,1681.6100,5560.2900
18100,334,7058.8800,1499.8900,5558.9900
11434,1927,7046.5600,1487.7500,5558.8100
14119,615,6047.1300,491.4300,5555.7000
12932,1602,7280.2000,1724.7600,5555.4400
2665,395,7046.5600,1495.2000,5551.3600
115,1531,6047.1300,495.9700,5551.1600
13773,1290,6954.4400,1404.2300,5550.2100
7277,90,7536.9500,1987.7600,5549.1900
18653,264,7348.4800,1799.3300,5549.1500
10027,1461,6107.5200,559.2100,5548.3100
13945,1082,6831.0900,1283.9300,5547.1600
10573,1202,7241.9000,1695.0400,5546.8600
2659,1194,5742.3200,198.9200,5543.4000
7750,596,7167.7600,1625.4900,5542.2700
8794,1271,6480.1500,938.5200,5541.6300
6450,1805,6831.0900,1290.1700,5540.9200
16040,1519,6473.5800,932.9500,5540.6300
19351,1595,6831.0900,1291.2200,5539.8700
7763,890,6029.5600,490.0800,5539.4800
3058,209,7536.9500,1997.5400,5539.4100
18407,771,6753.5000,1214.8300,5538.6700
10414,1400,6358.0500,819.6200,5538.4300
18827,1794,7241.9000,1704.1500,5537.7500
735,1349,5747.2500,210.6900,5536.5600
11739,334,5793.5200,257.7000,5535.8200
17573,744,7126.3600,1592.2700,5534.0900
11214,698,7177.9000,1644.8200,5533.0800
7321,232,6297.2100,764.9000,5532.3100
10991,1293,7222.7500,1693.3700,5529.3800
6962,1782,6047.1300,518.3300,5528.8000
10141,558,6494.2800,966.5900,5527.6900
17087,309,7149.5600,1623.3400,5526.2200
9791,1540,7421.4800,1895.5500,5525.9300
14092,1646,7046.5600,1520.8700,5525.6900
12363,1211,6402.7600,877.4500,5525.3100
936,590,6831.0900,1306.0100,5525.0800
17465,1885,6449.3200,924.8800,5524.4400
14563,333,6495.1200,970.8600,5524.2600
19261,44,7241.9000,1721.6900,5520.2100
13639,428,6107.5200,588.5100,5519.0100
6417,1342,5778.2000,260.9800,5517.2200
18441,461,7241.9000,1725.0300,5516.8700
15858,226,5644.6500,130.2000,5514.4500
1964,177,7421.4800,1907.5400,5513.9400
3614,1942,5778.2000,266.0800,5512.1200
759,1338,6569.2800,1057.5900,5511.6900
4568,1324,5511.3600,null,5511.3600
9011,1817,7222.7500,1712.3700,5510.3800
16700,796,7046.5600,1536.3500,5510.2100
7881,1132,5742.3200,234.5100,5507.8100
6490,1562,6449.3200,942.3100,5507.0100
15017,1226,7046.5600,1541.7200,5504.8400
9272,727,7167.7600,1663.9100,5503.8500
7902,739,7348.4800,1847.4100,5501.0700
514,638,6495.1200,995.4000,5499.7200
11156,1208,5684.2500,184.6800,5499.5700
1116,459,6047.1300,548.5000,5498.6300
10650,698,5778.2000,282.6900,5495.5100
6054,235,7167.7600,1672.2500,5495.5100
2611,1674,5778.2000,283.3600,5494.8400
5223,926,6713.7200,1220.4700,5493.2500
10008,1105,7222.7500,1729.5200,5493.2300
19303,309,7177.9000,1686.1800,5491.7200
17402,814,6297.2100,805.5000,5491.7100
1895,1930,6108.3900,618.0700,5490.3200
17889,529,5800.5500,310.3400,5490.2100
9190,1930,6002.5500,514.9800,5487.5700
15198,941,6507.4500,1020.2200,5487.2300
6117,29,7241.9000,1754.7100,5487.1900
14414,119,7280.2000,1793.2700,5486.9300
8252,1177,6480.1500,998.7300,5481.4200
8901,1576,5646.1500,165.1300,5481.0200
6813,158,6633.3200,1153.6600,5479.6600
280,1079,6330.6400,851.3600,5479.2800
6559,1294,7046.5600,1569.3600,5477.2000
13047,1945,7181.8000,1705.1700,5476.6300
10236,698,7046.5600,1570.4500,5476.1100
17236,83,6519.5500,1043.9400,5475.6100
9078,803,7177.9000,1702.7100,5475.1900
19900,975,7241.9000,1766.7700,5475.1300
15275,257,6644.7600,1171.0700,5473.6900
12186,654,5684.2500,211.8900,5472.3600
12019,1775,7222.7500,1750.5700,5472.1800
14292,1010,7421.4800,1950.7700,5470.7100
15085,834,6358.0500,889.2100,5468.8400
11480,707,7126.3600,1659.0800,5467.2800
19069,99,7167.7600,1702.2300,5465.5300
3264,1499,6073.2800,608.4800,5464.8000
18317,1971,6002.5500,538.0600,5464.4900
2460,1232,5644.6500,181.5000,5463.1500
8997,720,6713.7200,1252.3500,5461.3700
7212,925,5460.1500,null,5460.1500
6155,44,5460.1500,null,5460.1500
6437,1542,5460.1500,null,5460.1500
16184,669,5460.1500,null,5460.1500
1334,1576,5460.1500,null,5460.1500
6424,513,5800.5500,341.0900,5459.4600
16387,1860,6047.1300,588.4400,5458.6900
9734,1836,6495.1200,1037.0600,5458.0600
19130,1068,5457.1000,null,5457.1000
19756,656,7209.0400,1751.9400,5457.1000
4410,297,5457.1000,null,5457.1000
1985,60,5457.1000,null,5457.1000
15667,1103,5644.6500,188.7600,5455.8900
17688,1250,6358.0500,902.7200,5455.3300
15521,1753,6633.3200,1178.3800,5454.9400
4437,675,5742.3200,289.5200,5452.8000
17956,671,7222.7500,1770.8300,5451.9200
12707,1729,7181.8000,1730.4100,5451.3900
1967,387,6002.5500,551.1900,5451.3600
16087,789,5778.2000,327.4200,5450.7800
4035,373,5742.3200,292.1800,5450.1400
14005,1770,7149.5600,1700.7200,5448.8400
17914,1211,7149.5600,1700.9700,5448.5900
3502,820,5646.1500,198.4200,5447.7300
7691,1298,5566.1100,118.6900,5447.4200
3002,494,7126.3600,1679.1100,5447.2500
29,1627,6473.5800,1026.5400,5447.0400
470,216,6002.5500,556.0100,5446.5400
3333,1729,5646.1500,200.8800,5445.2700
13067,337,7149.5600,1705.7300,5443.8300
14183,312,6495.1200,1055.3600,5439.7600
1817,1627,6297.2100,857.9600,5439.2500
1400,1143,6073.2800,634.1900,5439.0900
104,259,6865.8600,1428.2200,5437.6400
8964,530,6494.2800,1056.6600,5437.6200
2562,666,5800.5500,365.8000,5434.7500
2306,898,7222.7500,1788.3900,5434.3600
16082,939,7167.7600,1735.3900,5432.3700
10257,1470,6402.7600,970.5900,5432.1700
16360,1373,6494.2800,1062.7100,5431.5700
6968,1654,6519.5500,1088.4500,5431.1000
8935,429,5684.2500,253.2200,5431.0300
4140,828,5644.6500,214.5000,5430.1500
19356,655,6108.3900,678.4200,5429.9700
13432,1796,6569.2800,1139.4500,5429.8300
3133,219,7348.4800,1919.1000,5429.3800
4510,933,5428.3500,null,5428.3500
17500,1182,5428.3500,null,5428.3500
12080,270,5428.3500,null,5428.3500
1353,734,5428.3500,null,5428.3500
11453,1669,5428.3500,null,5428.3500
13128,1227,5428.3500,null,5428.3500
3521,1138,5651.2500,223.0100,5428.2400
8744,1443,6831.0900,1403.8500,5427.2400
10764,1905,6569.2800,1146.9600,5422.3200
16955,1722,6495.1200,1073.2500,5421.8700
6064,502,6107.5200,687.8100,5419.7100
5811,3,6073.2800,653.6100,5419.6700
1672,1606,6753.5000,1334.7400,5418.7600
18522,1153,6954.4400,1537.9100,5416.5300
12079,1276,6954.4400,1539.3300,5415.1100
6014,1510,6507.4500,1094.0700,5413.3800
9461,26,6494.2800,1083.5300,5410.7500
2677,159,6029.5600,619.5100,5410.0500
13862,660,5646.1500,237.9500,5408.2000
4373,807,5406.7800,null,5406.7800
5326,640,5406.7800,null,5406.7800
14083,1301,5406.7800,null,5406.7800
4873,11,5406.7800,null,5406.7800
7487,573,5402.8000,null,5402.8000
6402,226,5402.8000,null,5402.8000
18207,308,5402.8000,null,5402.8000
8372,191,6753.5000,1351.2000,5402.3000
3294,1500,7280.2000,1878.7400,5401.4600
12057,935,6831.0900,1430.3300,5400.7600
5259,1345,6569.2800,1169.9300,5399.3500
121,257,6002.5500,605.2300,5397.3200
9384,1067,7348.4800,1951.3600,5397.1200
11438,1775,5644.6500,249.6500,5395.0000
11511,1399,5394.2000,null,5394.2000
12798,1213,5394.2000,null,5394.2000
8640,157,5394.2000,null,5394.2000
9900,1308,5684.2500,290.6400,5393.6100
9353,29,7209.0400,1815.9600,5393.0800
14090,1683,6831.0900,1440.1800,5390.9100
8303,1529,7222.7500,1835.6700,5387.0800
16818,1230,7058.8800,1672.0500,5386.8300
18526,1202,5386.3500,null,5386.3500
3237,154,5386.3500,null,5386.3500
5586,1801,5386.3500,null,5386.3500
7511,169,5386.3500,null,5386.3500
3514,819,6519.5500,1133.5800,5385.9700
17501,279,6073.2800,687.9800,5385.3000
4059,269,5684.2500,300.3400,5383.9100
10702,1334,6002.5500,619.2000,5383.3500
12794,1936,6569.2800,1187.6700,5381.6100
19430,316,6297.2100,917.5400,5379.6700
9878,362,7348.4800,1969.6400,5378.8400
7276,1072,5742.3200,364.0900,5378.2300
15145,712,6047.1300,670.6500,5376.4800
3263,1863,5375.8200,null,5375.8200
19481,1146,5375.8200,null,5375.8200
235,87,5375.8200,null,5375.8200
10398,729,5375.8200,null,5375.8200
1288,1953,5375.8200,null,5375.8200
2298,936,5375.8200,null,5375.8200
16504,408,5375.8200,null,5375.8200
19935,1322,6002.5500,627.9900,5374.5600
19277,1822,6633.3200,1260.7700,5372.5500
9406,720,6073.2800,702.4300,5370.8500
9665,811,6831.0900,1460.2800,5370.8100
15028,792,5684.2500,313.7100,5370.5400
15255,379,6519.5500,1149.0200,5370.5300
11770,830,6644.7600,1274.3500,5370.4100
8286,1040,6449.3200,1079.0600,5370.2600
12412,66,7209.0400,1840.3400,5368.7000
11011,400,5644.6500,277.9200,5366.7300
1438,721,6449.3200,1083.6700,5365.6500
7025,1472,7167.7600,1802.6000,5365.1600
4015,674,6753.5000,1388.4000,5365.1000
2600,932,6358.0500,993.3200,5364.7300
15216,104,6073.2800,709.2000,5364.0800
17935,1560,7149.5600,1785.9400,5363.6200
5698,351,6473.5800,1110.0200,5363.5600
7791,171,5362.1700,null,5362.1700
12989,160,5362.1700,null,5362.1700
16673,299,5362.1700,null,5362.1700
19266,1034,6449.3200,1087.4100,5361.9100
14492,1090,5646.1500,284.9200,5361.2300
908,65,6002.5500,641.5700,5360.9800
8368,127,7058.8800,1697.9400,5360.9400
11972,42,6047.1300,686.3600,5360.7700
3373,1510,7348.4800,1988.0100,5360.4700
15612,1592,6713.7200,1354.3100,5359.4100
13770,953,5684.2500,325.4200,5358.8300
758,1239,6519.5500,1161.8100,5357.7400
19245,953,5357.5000,null,5357.5000
14952,212,5357.5000,null,5357.5000
1372,346,5357.5000,null,5357.5000
3820,1428,5357.5000,null,5357.5000
4485,1353,5644.6500,287.7800,5356.8700
12176,876,5511.3600,157.7900,5353.5700
19506,1339,6330.6400,977.4500,5353.1900
7719,1692,7046.5600,1693.7100,5352.8500
13565,1377,6519.5500,1166.8800,5352.6700
12992,220,6297.2100,945.0200,5352.1900
12373,518,6047.1300,695.8100,5351.3200
18980,139,7167.7600,1816.8300,5350.9300
11749,1303,6753.5000,1402.8800,5350.6200
3314,1627,6495.1200,1144.7600,5350.3600
4773,1383,5646.1500,296.5900,5349.5600
1957,1897,6507.4500,1157.9800,5349.4700
8087,278,6073.2800,723.8500,5349.4300
15048,91,6753.5000,1405.5900,5347.9100
3796,1160,6449.3200,1102.7900,5346.5300
13244,435,5684.2500,338.1400,5346.1100
8921,125,7241.9000,1897.0900,5344.8100
18585,1955,5344.7700,null,5344.7700
9409,1702,5344.7700,null,5344.7700
12479,1984,5344.7700,null,5344.7700
15351,181,5684.2500,340.1300,5344.1200
7799,1118,7046.5600,1702.4700,5344.0900
12897,1051,7149.5600,1806.8800,5342.6800
3479,711,6865.8600,1524.3300,5341.5300
18881,1452,6753.5000,1412.1300,5341.3700
2650,684,6480.1500,1139.1700,5340.9800
10157,754,5646.1500,305.2000,5340.9500
11620,1037,6494.2800,1154.3300,5339.9500
14007,1183,5651.2500,311.7900,5339.4600
12950,1924,6107.5200,768.4800,5339.0400
13341,994,5646.1500,308.0500,5338.1000
262,667,6029.5600,694.1000,5335.4600
5118,218,6865.8600,1530.4100,5335.4500
7121,1181,7181.8000,1846.5500,5335.2500
2520,662,5778.2000,443.0600,5335.1400
18106,800,6633.3200,1299.7500,5333.5700
695,1014,6954.4400,1621.3500,5333.0900
378,1402,6358.0500,1025.7300,5332.3200
11982,620,5742.3200,410.9000,5331.4200
15841,359,6865.8600,1536.1300,5329.7300
9121,399,7181.8000,1852.2600,5329.5400
1810,280,7167.7600,1840.8100,5326.9500
3808,1731,5566.1100,240.1200,5325.9900
2118,1514,6713.7200,1388.3500,5325.3700
1473,912,6073.2800,749.1500,5324.1300
12249,833,6402.7600,1078.6800,5324.0800
8838,272,7046.5600,1722.8500,5323.7100
15885,674,5457.1000,135.0300,5322.0700
971,152,6865.8600,1544.7300,5321.1300
2212,959,5457.1000,137.3200,5319.7800
3841,21,7149.5600,1829.8200,5319.7400
2821,1330,7126.3600,1808.1900,5318.1700
18512,1184,7280.2000,1962.1900,5318.0100
16011,369,6480.1500,1165.2700,5314.8800
12197,1583,6107.5200,793.0700,5314.4500
19110,161,6633.3200,1319.0400,5314.2800
13444,324,5742.3200,428.2800,5314.0400
7267,1121,5793.5200,479.5500,5313.9700
5636,722,5457.1000,143.4600,5313.6400
18366,1131,6107.5200,794.7000,5312.8200
2122,127,6519.5500,1207.7400,5311.8100
17998,747,5457.1000,146.0800,5311.0200
7086,1834,6358.0500,1050.2400,5307.8100
17151,743,6480.1500,1172.9600,5307.1900
13861,1556,7149.5600,1842.3700,5307.1900
17780,1923,6569.2800,1264.2600,5305.0200
675,1428,7046.5600,1741.6400,5304.9200
13269,746,6644.7600,1339.9800,5304.7800
6718,756,5460.1500,155.4400,5304.7100
13329,294,6831.0900,1527.7200,5303.3700
2506,1965,6753.5000,1452.8600,5300.6400
12946,1320,5460.1500,159.6600,5300.4900
15992,239,6644.7600,1345.5400,5299.2200
7572,935,6107.5200,809.5000,5298.0200
2950,1598,5297.5500,null,5297.5500
4453,1350,5297.5500,null,5297.5500
3537,636,6644.7600,1347.5400,5297.2200
9379,1550,5294.1600,null,5294.1600
6709,1244,6002.5500,708.5000,5294.0500
6192,1840,5684.2500,391.5400,5292.7100
4953,1585,6073.2800,780.6700,5292.6100
4748,1858,5747.2500,455.0900,5292.1600
1397,1743,5793.5200,503.0300,5290.4900
11576,606,5684.2500,394.4000,5289.8500
7361,1854,6494.2800,1206.2000,5288.0800
1475,218,6449.3200,1164.2500,5285.0700
14094,604,5284.9200,null,5284.9200
1780,1593,5284.9200,null,5284.9200
9976,908,5284.9200,null,5284.9200
11986,250,5284.9200,null,5284.9200
2068,765,6107.5200,823.4500,5284.0700
9414,1019,6633.3200,1350.7800,5282.5400
946,1615,6753.5000,1471.1000,5282.4000
16367,221,5457.1000,174.8400,5282.2600
7127,597,6633.3200,1351.1000,5282.2200
18016,329,7126.3600,1844.5500,5281.8100
5783,573,6473.5800,1195.2300,5278.3500
12679,550,5406.7800,128.7400,5278.0400
4296,114,5386.3500,109.5100,5276.8400
11081,54,6753.5000,1476.9500,5276.5500
108,495,5684.2500,408.8000,5275.4500
14235,918,5457.1000,182.4300,5274.6700
16462,719,6473.5800,1199.5300,5274.0500
13239,462,6713.7200,1439.9500,5273.7700
4298,1441,7222.7500,1949.0500,5273.7000
1483,1352,5566.1100,293.5300,5272.5800
1646,1078,6865.8600,1593.7500,5272.1100
2076,1660,6330.6400,1058.9300,5271.7100
2689,1728,6519.5500,1248.0800,5271.4700
11150,957,5394.2000,123.0600,5271.1400
226,1229,6473.5800,1204.1100,5269.4700
3981,1470,7126.3600,1857.1500,5269.2100
8085,244,5386.3500,117.4300,5268.9200
2148,1949,5644.6500,376.0000,5268.6500
10801,1882,7222.7500,1954.5700,5268.1800
17141,809,5457.1000,190.3400,5266.7600
19205,1340,6753.5000,1488.5100,5264.9900
19184,52,5644.6500,380.4500,5264.2000
7210,1702,7126.3600,1862.3600,5264.0000
1710,1474,5742.3200,479.1400,5263.1800
7014,701,6480.1500,1218.3100,5261.8400
9936,1683,6002.5500,741.5200,5261.0300
15086,597,6358.0500,1097.1100,5260.9400
6626,1007,6108.3900,847.8100,5260.5800
7292,1785,5793.5200,533.2100,5260.3100
17525,33,5742.3200,482.6500,5259.6700
14404,1447,5644.6500,385.2900,5259.3600
1616,756,7149.5600,1890.3100,5259.2500
19220,1840,6954.4400,1695.3500,5259.0900
11173,1962,6297.2100,1038.6600,5258.5500
6558,806,5646.1500,387.7400,5258.4100
12536,1307,5428.3500,171.1400,5257.2100
6565,850,6473.5800,1216.4900,5257.0900
16334,447,6002.5500,745.6000,5256.9500
7329,187,7167.7600,1911.3200,5256.4400
5768,1223,5386.3500,130.2100,5256.1400
17543,151,7177.9000,1921.8200,5256.0800
8344,130,6358.0500,1102.7500,5255.3000
17250,1910,7181.8000,1926.5500,5255.2500
1352,1355,6449.3200,1194.4000,5254.9200
12357,1891,6494.2800,1239.3600,5254.9200
12662,172,6954.4400,1699.7400,5254.7000
13127,1407,5375.8200,121.6600,5254.1600
12459,740,6358.0500,1104.3800,5253.6700
13384,502,5566.1100,313.2100,5252.9000
9865,440,5566.1100,313.6400,5252.4700
8298,100,5646.1500,395.0900,5251.0600
2202,1796,7046.5600,1796.3500,5250.2100
518,591,6002.5500,753.8400,5248.7100
12428,1871,6495.1200,1246.8300,5248.2900
10982,1447,7126.3600,1879.1400,5247.2200
12323,1577,5406.7800,160.2500,5246.5300
796,338,6402.7600,1156.4700,5246.2900
18860,929,6029.5600,784.5500,5245.0100
19787,318,6954.4400,1710.5800,5243.8600
16149,803,7149.5600,1906.0500,5243.5100
10945,6,5406.7800,163.8100,5242.9700
13700,1297,6569.2800,1326.4400,5242.8400
233,509,6449.3200,1209.4300,5239.8900
4990,1961,6519.5500,1279.7300,5239.8200
15290,1767,6954.4400,1716.7700,5237.6700
12621,1827,6865.8600,1629.6000,5236.2600
17372,938,6713.7200,1477.7800,5235.9400
14576,618,5800.5500,565.0200,5235.5300
17756,297,5644.6500,409.3600,5235.2900
12760,648,5793.5200,560.0400,5233.4800
5752,747,6495.1200,1262.7900,5232.3300
6179,1968,7181.8000,1949.9100,5231.8900
19011,1269,5357.5000,126.9000,5230.6000
6566,896,5684.2500,454.0700,5230.1800
16251,332,5357.5000,130.3000,5227.2000
14367,1524,6108.3900,881.4600,5226.9300
9893,1889,5386.3500,160.6100,5225.7400
13806,890,5344.7700,120.5200,5224.2500
6324,1259,6480.1500,1256.0600,5224.0900
5178,1276,5651.2500,427.3500,5223.9000
15312,1013,5747.2500,524.4100,5222.8400
6838,647,6473.5800,1250.8600,5222.7200
16017,1129,6107.5200,885.0200,5222.5000
10688,124,5778.2000,556.3400,5221.8600
19833,1925,5406.7800,184.9800,5221.8000
4157,1002,6108.3900,887.3800,5221.0100
11244,1912,5646.1500,425.1600,5220.9900
5938,1070,6519.5500,1300.7400,5218.8100
19829,735,5215.8300,null,5215.8300
5900,1390,5215.8300,null,5215.8300
10744,1781,5215.8300,null,5215.8300
8860,56,5215.6400,null,5215.6400
16248,1326,6108.3900,893.1200,5215.2700
8665,232,5428.3500,214.5800,5213.7700
7767,153,7181.8000,1968.1900,5213.6100
5988,39,6713.7200,1501.1800,5212.5400
15646,1414,7177.9000,1969.3500,5208.5500
273,335,5406.7800,199.5300,5207.2500
8560,1012,6480.1500,1273.4500,5206.7000
2649,1460,6073.2800,866.6500,5206.6300
19566,1780,6519.5500,1313.5200,5206.0300
11818,1154,5205.9600,null,5205.9600
15031,1151,5205.9600,null,5205.9600
17685,1607,5205.9600,null,5205.9600
18609,359,5205.9600,null,5205.9600
8165,1845,5205.9600,null,5205.9600
12415,509,5205.9600,null,5205.9600
9021,802,6108.3900,903.2600,5205.1300
15493,1201,6449.3200,1245.0700,5204.2500
11047,1721,7167.7600,1963.7200,5204.0400
9310,1598,6569.2800,1365.4000,5203.8800
8358,23,5644.6500,441.2100,5203.4400
10973,207,5402.8000,200.7800,5202.0200
3967,981,5362.1700,163.0000,5199.1700
10752,1858,6480.1500,1282.5200,5197.6300
18781,800,6494.2800,1301.0700,5193.2100
9201,382,6330.6400,1137.4300,5193.2100
9242,774,7126.3600,1933.7000,5192.6600
8706,601,6358.0500,1166.4700,5191.5800
287,1969,6494.2800,1303.1900,5191.0900
19516,1815,6954.4400,1763.6900,5190.7500
15016,897,5646.1500,455.6300,5190.5200
8111,1577,7149.5600,1959.9600,5189.6000
3374,1238,7126.3600,1938.0600,5188.3000
7530,566,6402.7600,1215.1600,5187.6000
7970,1018,6402.7600,1216.6800,5186.0800
17323,1230,6002.5500,816.4800,5186.0700
18497,1028,6073.2800,887.6100,5185.6700
17607,123,5644.6500,459.9300,5184.7200
4711,229,5294.1600,109.4800,5184.6800
6634,1342,5511.3600,327.1200,5184.2400
3431,1542,5184.1200,null,5184.1200
5308,724,5184.1200,null,5184.1200
11763,325,5184.1200,null,5184.1200
8984,376,5184.1200,null,5184.1200
19520,1480,5184.1200,null,5184.1200
8975,864,7149.5600,1965.6000,5183.9600
15788,3,5457.1000,273.2500,5183.8500
11533,1108,5357.5000,173.6600,5183.8400
11160,1940,5362.1700,179.0700,5183.1000
12381,427,5511.3600,328.8800,5182.4800
18912,203,7177.9000,1995.8600,5182.0400
18049,1125,5684.2500,503.4000,5180.8500
15566,699,6047.1300,866.2900,5180.8400
2627,122,5457.1000,276.4000,5180.7000
12245,1375,5747.2500,567.5400,5179.7100
1503,1065,5457.1000,277.9100,5179.1900
3307,301,6480.1500,1301.2600,5178.8900
12225,1579,5402.8000,224.1900,5178.6100
11254,1388,7149.5600,1972.0800,5177.4800
9646,63,6297.2100,1120.1800,5177.0300
4161,1815,5394.2000,217.2200,5176.9800
9754,409,6480.1500,1303.5900,5176.5600
8732,1267,5284.9200,108.8100,5176.1100
12497,192,6402.7600,1227.4300,5175.3300
11683,695,6029.5600,857.6300,5171.9300
17050,895,6831.0900,1659.8200,5171.2700
7506,433,5428.3500,257.5000,5170.8500
15325,326,5375.8200,205.3400,5170.4800
5727,175,6954.4400,1784.9200,5169.5200
14134,868,7058.8800,1889.5800,5169.3000
9222,1000,5800.5500,631.8900,5168.6600
11544,1246,7058.8800,1891.5200,5167.3600
6496,402,5284.9200,118.2200,5166.7000
17072,345,6865.8600,1699.8700,5165.9900
10819,668,6865.8600,1699.9500,5165.9100
11657,225,5684.2500,518.9800,5165.2700
9604,1442,7280.2000,2115.2000,5165.0000
7324,70,5511.3600,347.8100,5163.5500
18115,1661,6831.0900,1667.9500,5163.1400
7830,1754,5402.8000,239.8900,5162.9100
2647,500,5297.5500,134.7500,5162.8000
7966,547,5566.1100,405.4300,5160.6800
3034,1895,7241.9000,2082.4500,5159.4500
2026,464,5362.1700,205.1300,5157.0400
8208,1510,5684.2500,527.6800,5156.5700
19064,699,6831.0900,1675.9800,5155.1100
16007,162,7058.8800,1904.3400,5154.5400
7659,720,5294.1600,140.4900,5153.6700
4536,1663,5375.8200,222.1700,5153.6500
2899,1813,5742.3200,589.5900,5152.7300
1079,917,7046.5600,1894.2600,5152.3000
17262,202,5394.2000,243.4300,5150.7700
14161,479,6449.3200,1301.2700,5148.0500
5150,1963,5402.8000,254.7600,5148.0400
9124,1157,7046.5600,1898.6500,5147.9100
17767,548,5460.1500,313.5400,5146.6100
8283,1079,6047.1300,903.0700,5144.0600
3297,545,6494.2800,1350.3700,5143.9100
8881,1102,5375.8200,232.1400,5143.6800
1544,1585,6865.8600,1722.2100,5143.6500
1643,85,6865.8600,1722.2200,5143.6400
6994,1722,6473.5800,1330.4100,5143.1700
10138,1670,6495.1200,1352.0600,5143.0600
10307,735,5284.9200,141.8900,5143.0300
1598,63,5297.5500,156.4700,5141.0800
13090,593,6569.2800,1429.6800,5139.6000
17938,1997,5428.3500,289.5800,5138.7700
19708,317,5684.2500,548.4700,5135.7800
192,1588,5742.3200,607.0400,5135.2800
3700,612,5644.6500,510.3400,5134.3100
19760,89,6633.3200,1499.5300,5133.7900
10355,1242,5357.5000,225.7800,5131.7200
18505,1702,6029.5600,897.9900,5131.5700
9525,1780,6865.8600,1735.4900,5130.3700
16340,1513,6753.5000,1625.6200,5127.8800
15794,1294,6449.3200,1326.5700,5122.7500
4503,518,5406.7800,284.6700,5122.1100
