order_id,customer_id,order_date,status,region_code
O001067,C00106,2024-10-09 11:49:15,DELIVERED,NORTH
O001068,C00106,2025-12-15 00:37:46,CANCELLED,WEST
O001069,C00106,27-11-2024 09:50:09,DELIVERED,NORTH
O001070,C00106,2024-03-21 04:26:50,PLACED,NOR
O001071,C00106,2024-09-20 19:54:57,PLACED,SOUTH
O001072,C00106,2024-07-29 13:22:13,DELIVERED,NORTH
O001073,,2024-10-16 07:08:21,DELIVERED,WEST
O001074,C00106,2025-12-02 08:03:32,DELIVERED,SOUTH
O001075,C00106,2025-11-05 05:07:01,DELIVERED,WEST
O001076,C00106,2026-06-03 15:43:54,Delivered,NORTH
O001077,C00106,2024-08-12 18:47:51,DELIVERED,NORTH
O001078,C00106,2024-01-24 22:01:57,DELIVERED,CENTRAL
O001079,C00106,2024-01-27 10:27:50,DELIVERED,NORTH
O001080,C00106,2024-11-21 20:22:20,PLACED,EAST
O001081,NULL,2024-11-12 22:22:37,SHIPPED,NORTH
O001082,C00106,2024-05-21 05:41:54,CANCELLED,SOUTH
O001083,C00106,2025-01-31 14:14:46,CANCELLED,NORTH
O001084,C00106,2024-01-16 00:35:02,PLACED,WEST
O001085,C00106,2026-05-27 00:08:25,DELIVERED,WEST
O001086,C00106,2026-04-01 21:46:30,SHIPPED,SOUTH
O001087,C00107,2024-12-24 00:13:02,DELIVERED,WEST
O001088,C00107,2026-03-30 21:12:58,delivered,CENTRAL
O001089,C00108,2024-08-18 12:10:16,RETURNED,NORTH
O001090,C00108,2025-08-08 11:58:33,DELIVERED,NOR
O001091,C00108,2026-06-01 13:21:06,DELIVERED,CENTRAL
O001092,C00108,2024-08-24 12:58:00,RETURNED,WEST
O001093,C00108,2025-12-15 07:44:48,DELIVERED,NORTH
O001094,C00108,2026-04-30 16:29:55,PLACED,WEST
O001095,C00108,2025-03-06 19:36:45,PLACED,CENTRAL
O001096,C00108,2024-11-03 21:38:35,SHIPPED,SOUTH
O001097,C00108,2025-12-01 02:23:13,PLACED,CENTRAL
O001098,C00108,2025-11-14 14:09:45,RETURNED,EAST
O001099,C00108,2024-05-22 07:10:33,SHIPPED,EAST
O001100,C00108,2025-10-02 16:22:32,RETURNED,SOUTH
O001101,C00109,2024-09-05 04:38:09,PLACED,NORTH
O001102,C00109,2024-08-04 16:32:07,DELIVERED,WEST
O001103,C00109,2025-06-21 10:00:33,DELIVERED,NORTH
O001104,C00109,2025-11-14 00:03:05,PLACED,EAST
O001105,C00109,2024-12-24 20:27:04,DELIVERED,NORTH
O001106,C00109,2025-05-20 00:41:32,RETURNED,NORTH
O001107,C00109,2025-04-19 12:25:48,DELIVERED,SOUTH
O001108,,2024-06-15 07:53:36,DELIVERED,WEST
O001109,C00110,2024-08-19 07:25:22,PLACED,WEST
O001110,C00110,2024-12-22 04:52:29,PLACED,WEST
O001111,C00110,2025-09-13 16:08:26,PLACED,EAST
O001112,C00110,2026-04-27 20:03:50,DELIVERED,EAST
O001113,C00110,2024-11-18 15:22:28,SHIPPED,WEST
O001114,C00110,2024-10-08 10:55:17,DELIVERED,NORTH
O001115,C00110,2024-11-26 20:27:53,DELIVERED,NORTH
O001116,C00110,2025-03-05 09:23:47,SHIPPED,WEST
O001117,,2024-05-04 18:05:37,DELIVERED,NORTH
O001118,C00110,2026-02-16 09:51:34,PLACED,WEST
O001119,NULL,2025-11-09 00:22:54,PLACED,NORTH
O001120,C00110,2024-05-07 18:56:22,SHIPPED,NORTH
O001121,C00110,2024-01-07 12:15:44,DELIVERED,WEST
O001122,C00110,2024-10-23 06:06:38,RETURNED,NORTH
O001123,C00110,2024-11-22 00:01:16,SHIPPED,WEST
O001124,C00110,2026-05-11 19:32:38,DELIVERED,EAST
O001125,C00110,2024-03-20 02:45:12,DELIVERED,WEST
O001126,C00110,2024-01-15 15:24:40,DELIVERED,NORTH
O001127,C00110,2024-09-15 14:22:07,delivered,SOUTH
O001128,C00110,2024-11-04 13:06:27,DELIVERED,NORTH
O001129,C00110,2026-07-02 13:09:39,DELIVERED,WEST
O001130,C00110,2026-11-11 00:00:00,DELIVERED,NORTH
O001131,C00110,2024-01-23 21:11:31,SHIPPED,NORTH
O001132,C00110,2024-11-19 01:50:24,DELIVERED,South
O001133,C00111,2024-10-19 11:44:47,PLACED,WEST
O001134,C00111,2024-10-16 00:13:12,DELIVERED,EAST
O001135,C00111,2024-06-23 18:32:10,DELIVERED,WEST
O001136,C00111,14-12-2024 19:51:51,PLACED,EAST
O001137,C00111,2026-05-04 11:19:54,DELIVERED,EAST
O001138,C00111,2025-12-03 02:00:20,RETURNED,SOUTH
O001139,C00111,2026-06-28 02:07:41,DELIVERED,NORTH
O001140,C00111,2024-07-31 12:51:37,DELIVERED,NORTH
O001141,C00111,2026-02-12 05:29:06,DELIVERED,NORTH
O001142,C00111,2024-09-06 18:10:10,DELIVERED,SOUTH
O001143,NULL,2025-10-18 21:02:47,PLACED,WEST
O001144,C00111,2024-07-09 07:14:40,DELIVERED,SOUTH
O001145,C00111,2024-12-02 08:11:27,DELIVERED,EAST
O001146,C00111,2025-12-28 10:45:29,SHIPPED,SOUTH
O001147,C00111,2024-08-17 03:13:11,DELIVERED,WEST
O001148,C00111,2025-12-07 04:30:04,SHIPPED,EAST
O001149,C00111,2025-07-10 08:13:23,DELIVERED,WEST
O001150,C00111,2024-02-16 22:17:36,CANCELLED,NORTH
O001151,C00111,2025-10-09 00:22:50,DELIVERED,WEST
O001152,C00111,2025-05-23 13:18:30,DELIVERED,SOUTH
O001153,C00111,2024-03-30 17:56:01,DELIVERED,NORTH
O001154,C00111,2024-10-27 16:16:09,DELIVERED,SOUTH
O001155,C00111,2024-09-29 12:55:18,DELIVERED,EAST
O001156,C00111,2024-07-06 11:43:27,DELIVERED,EAST
O001157,C00111,2025-12-18 07:02:23,DELIVERED,EAST
O001158,C00111,2024-12-14 18:50:35,SHIPPED,WEST
O001159,C00112,2024-04-20 23:57:20,RETURNED,NORTH
O001160,C00112,2024-03-02 02:36:51,DELIVERED,NORTH
O001161,C00112,2025-11-19 07:54:07,DELIVERED,NORTH
O001162,C00112,2026-05-24 07:30:42,DELIVERED,NORTH
O001163,C00113,2024-12-20 07:08:29,DELIVERED,EAST
O001164,C00113,2025-06-24 16:40:47,DELIVERED,EAST
O001165,C00113,2025-05-29 09:20:05,DELIVERED,NORTH
O001166,,2026-06-29 21:59:05,DELIVERED,EAST
O001167,,2025-07-18 12:05:02,placed,WEST
O001168,C00113,2024-10-06 02:57:23,SHIPPED,NORTH
O001169,C00113,06-10-2024 11:12:15,DELIVERED,SOUTH
O001170,C00113,2025-06-18 11:12:19,DELIVERED,NORTH
O001171,C00113,2024-02-21 20:52:43,DELIVERED,SOUTH
O001172,C00113,2024-10-06 09:54:15,PLACED,NORTH
O001173,C00114,2024-12-24 01:20:36,DELIVERED,EAST
O001174,C00114,2026-07-18 15:37:07,DELIVERED,NORTH
O001175,C00114,2024-11-03 17:15:10,DELIVERED,NORTH
O001176,C00114,2025-02-20 15:17:02,DELIVERED,NORTH
O001177,C00114,2024-04-28 01:59:22,DELIVERED,WEST
O001178,C00114,2024-08-22 19:05:07,DELIVERED,EAST
O001179,C00114,2025-10-23 08:07:13,PLACED,SOUTH
O001180,C00114,2025-05-04 23:09:08,DELIVERED,SOUTH
O001181,C00114,2025-05-08 16:15:30,SHIPPED,NORTH
O001182,C00114,2025-11-19 14:40:08,DELIVERED,NORTH
O001183,C00114,2025-01-02 00:40:19,DELIVERED,SOUTH
O001184,C00114,2024-01-12 12:46:26,DELIVERED,EAST
O001185,C00114,2024-10-19 18:35:27,PLACED,SOUTH
O001186,C00114,2025-03-03 02:23:55,DELIVERED,WEST
O001187,C00114,2024-09-23 21:01:40,DELIVERED,SOU
O001188,C00114,2025-10-22 18:49:10,DELIVERED,NORTH
O001189,C00114,2026-05-12 20:38:42,DELIVERED,NORTH
O001190,C00114,2025-09-22 06:53:50,SHIPPED,WEST
O001191,C00114,2024-10-28 05:50:10,DELIVERED,SOUTH
O001192,NULL,2025-09-04 17:00:21,Delivered,EAST
O001193,C00114,2025-10-30 11:03:59,delivered,WEST
O001194,C00114,2026-06-12 02:36:06,DELIVERED,NORTH
O001195,C00114,28-11-2024 00:44:02,DELIVERED,NORTH
O001196,C00114,2025-10-16 13:55:08,Returned,NORTH
O001197,C00114,2024-11-27 13:42:09,DELIVERED,WES
O001198,C00114,2024-11-10 04:12:45,DELIVERED,NORTH
O001199,C00114,2025-08-26 07:09:57,RETURNED,EAST
O001200,C00114,2025-10-20 01:52:17,DELIVERED,west
O001201,C00114,2026-02-07 01:05:58,DELIVERED,NORTH
O001202,C00114,2025-02-18 03:53:34,SHIPPED,SOUTH
O001203,C00114,2025-08-26 20:34:33,PLACED,NORTH
O001204,C00114,2025-08-10 23:30:53,PLACED,NORTH
O001205,C00115,2024-10-20 10:14:32,DELIVERED,NORTH
O001206,NULL,2024-10-19 07:30:34,DELIVERED,WEST
O001207,C00115,2025-11-07 14:03:25,DELIVERED,NORTH
O001208,C00115,2025-12-27 00:12:49,DELIVERED,EAST
O001209,C00115,2025-04-06 06:31:31,DELIVERED,NORTH
O001210,C00115,2024-09-16 07:52:06,DELIVERED,WEST
O001211,C00115,2024-02-01 17:49:47,RETURNED,EAST
O001212,C00115,2025-11-19 16:15:13,SHIPPED,WEST
O001213,C00115,2026-05-01 06:41:01,DELIVERED,EAST
O001214,C00116,2026-03-06 05:02:34,SHIPPED,SOUTH
O001215,C00117,2024-11-14 20:07:58,SHIPPED,WEST
O001216,C00117,2025-09-13 01:48:30,DELIVERED,EAST
O001217,C00117,2024-08-03 22:15:18,DELIVERED,SOUTH
O001218,C00117,2025-09-15 15:59:16,SHIPPED,SOUTH
O001219,C00117,2024-11-07 18:37:11,DELIVERED,WEST
O001220,C00117,2024-11-23 10:56:49,DELIVERED,NORTH
O001221,C00117,2025-02-11 15:31:21,SHIPPED,WEST
O001222,C00117,2024-12-25 07:20:19,SHIPPED,WEST
O001223,C00117,2025-08-13 21:38:41,DELIVERED,NORTH
O001224,C00117,2025-02-25 20:16:51,DELIVERED,EAST
O001225,C00117,2024-04-27 01:03:12,DELIVERED,WEST
O001226,C00117,2024-12-10 13:04:46,DELIVERED,EAST
O001227,C00117,2025-01-27 09:31:35,SHIPPED,WEST
O001228,C00117,2025-10-04 15:03:59,PLACED,NORTH
O001229,C00117,2026-03-15 00:49:57,DELIVERED,WEST
O001230,C00117,2024-09-27 01:43:07,DELIVERED,CENTRAL
O001231,C00117,2024-12-17 21:37:21,DELIVERED,WES
O001232,C00117,2026-07-20 19:41:08,DELIVERED,NORTH
O001233,C00117,2024-01-27 00:13:38,DELIVERED,EAST
O001234,C00117,2025-02-14 23:36:31,DELIVERED,SOUTH
O001235,,2026-01-22 17:26:38,DELIVERED,CENTRAL
O001236,C00117,2025-10-14 19:01:37,DELIVERED,NORTH
O001237,C00117,2025-09-21 06:04:07,DELIVERED,WEST
O001238,C00117,2025-01-11 08:58:00,DELIVERED,NORTH
O001239,C00117,2026-02-17 15:17:21,DELIVERED,north
O001240,C00117,2025-02-26 12:02:50,SHIPPED,WEST
O001241,C00117,2025-11-23 12:26:09,PLACED,WEST
O001242,C00117,2025-09-25 10:07:11,DELIVERED,CENTRAL
O001243,C00117,2024-09-27 13:53:09,DELIVERED,NORTH
O001244,C00117,2024-01-18 05:04:43,RETURNED,WEST
O001245,C00117,2024-12-24 19:50:46,DELIVERED,WEST
O001246,C00117,2025-12-01 12:15:16,PLACED,NORTH
O001247,C00117,2025-01-25 15:25:55,SHIPPED,NORTH
O001248,C00117,2024-11-01 00:00:57,DELIVERED,WEST
O001249,C00117,2024-04-14 14:34:17,SHIPPED,NORTH
O001250,C00117,2025-10-01 06:33:51,DELIVERED,NORTH
O001251,C00117,2025-05-23 07:49:54,DELIVERED,NORTH
O001252,C00117,2024-10-17 05:14:21,CANCELLED,CENTRAL
O001253,C00117,2026-05-17 21:49:12,DELIVERED,SOUTH
O001254,C00117,2024-02-22 17:56:33,Shipped,SOUTH
O001255,C00117,2025-11-27 19:53:53,DELIVERED,WEST
O001256,C00118,2024-01-11 10:49:18,DELIVERED,NORTH
O001257,C00118,2026-01-19 00:17:50,PLACED,WEST
O001258,C00118,2025-10-08 13:05:48,SHIPPED,WEST
O001259,C00118,2024-04-20 06:25:30,DELIVERED,SOUTH
O001260,C00118,2025-04-27 08:36:38,PLACED,WEST
O001261,C00118,2025-10-08 04:57:46,PLACED,NORTH
O001262,C00118,2024-04-28 09:33:03,DELIVERED,SOUTH
O001263,C00118,2024-05-19 13:02:46,DELIVERED,NORTH
O001264,C00118,20-10-2025 02:35:50,DELIVERED,SOUTH
O001265,C00119,2025-12-12 07:38:42,Delivered,NORTH
O001266,C00119,2024-01-20 13:48:59,DELIVERED,CENTRAL
O001267,C00119,2026-04-28 01:48:32,DELIVERED,WEST
O001268,C00119,2024-03-02 23:47:16,DELIVERED,NORTH
O001269,C00119,21-11-2025 23:56:38,SHIPPED,NORTH
O001270,C00119,2025-12-20 06:55:13,SHIPPED,WEST
O001271,C00119,2024-12-17 01:48:49,CANCELLED,CENTRAL
O001272,C00119,2024-12-23 19:05:34,CANCELLED,NORTH
O001273,C00119,2024-08-13 15:39:51,DELIVERED,WEST
O001274,C00119,2025-01-09 07:58:08,DELIVERED,WEST
O001275,C00119,2024-08-15 22:51:57,DELIVERED,CENTRAL
O001276,C00119,2025-12-23 01:55:34,DELIVERED,WEST
O001277,C00120,2026-06-08 00:42:06,RETURNED,WEST
O001278,C00120,2024-10-06 07:30:13,RETURNED,CENTRAL
O001279,C00120,2026-04-10 12:05:58,DELIVERED,NORTH
O001280,C00120,2025-05-28 15:18:19,DELIVERED,EAST
O001281,C00121,2024-05-16 06:48:44,DELIVERED,NORTH
O001282,,2024-10-02 23:15:40,DELIVERED,NORTH
O001283,C00121,2026-06-02 00:22:17,SHIPPED,NORTH
O001284,C00121,2025-10-05 14:22:58,DELIVERED,CENTRAL
O001285,C00121,2025-11-24 17:38:18,PLACED,SOUTH
O001286,C00121,2025-08-27 17:46:12,RETURNED,SOUTH
O001287,C00121,2024-09-17 18:47:44,DELIVERED,NORTH
O001288,C00121,2025-10-26 13:53:08,DELIVERED,NORTH
O001289,C00121,2024-01-25 21:50:39,DELIVERED,NORTH
O001290,C00121,2024-04-15 09:41:20,PLACED,NORTH
O001291,C00121,2025-12-02 11:08:11,DELIVERED,NORTH
O001292,C00121,2025-07-21 13:51:50,RETURNED,WEST
O001293,C00121,2026-06-08 14:40:00,DELIVERED,WEST
O001294,C00121,2025-09-20 13:10:04,SHIPPED,EAST
O001295,,2026-05-19 06:08:19,DELIVERED,NORTH
O001296,C00121,2026-01-12 23:08:57,DELIVERED,SOUTH
O001297,C00121,2024-12-12 13:31:15,DELIVERED,NORTH
O001298,C00121,2025-11-09 01:11:55,SHIPPED,SOUTH
O001299,C00121,2026-07-11 08:12:22,RETURNED,SOUTH
O001300,,2024-03-13 14:22:24,PLACED,NORTH
O001301,C00122,2024-12-09 09:08:13,DELIVERED,WEST
O001302,C00122,2025-05-13 18:48:32,DELIVERED,NORTH
O001303,C00122,2026-12-08 00:00:00,SHIPPED,SOUTH
O001304,C00122,2024-08-21 20:49:48,SHIPPED,WEST
O001305,C00122,2024-02-22 11:02:00,DELIVERED,WEST
O001306,C00122,2025-01-04 18:46:55,SHIPPED,NORTH
O001307,C00122,2024-12-16 22:19:46,DELIVERED,WEST
O001308,C00122,2025-10-26 22:01:36,PLACED,east
O001309,C00122,2025-10-26 16:42:22,RETURNED,CENTRAL
O001310,C00123,2025-02-19 04:23:27,SHIPPED,CENTRAL
O001311,C00123,2026-01-22 11:56:12,DELIVERED,NORTH
O001312,C00123,2025-10-25 17:00:34,Delivered,WEST
O001313,C00123,2025-11-10 06:08:08,DELIVERED,NORTH
O001314,C00123,2026-04-09 00:33:52,SHIPPED,WEST
O001315,C00123,2024-12-03 05:43:28,SHIPPED,EAST
O001316,C00123,2025-04-17 12:52:04,RETURNED,WEST
O001317,C00123,2026-02-02 19:43:29,SHIPPED,NORTH
O001318,C00123,2026-01-20 10:29:08,DELIVERED,NORTH
O001319,C00124,2025-01-31 18:40:00,DELIVERED,WEST
O001320,C00124,2024-12-11 16:27:43,DELIVERED,WEST
O001321,C00124,2025-11-21 22:22:39,DELIVERED,EAST
O001322,C00124,2026-12-15 00:00:00,DELIVERED,WEST
O001323,C00124,2026-03-23 01:06:15,DELIVERED,NORTH
O001324,C00124,2025-11-01 00:03:24,DELIVERED,NORTH
O001325,C00124,2025-10-06 06:00:03,SHIPPED,NORTH
O001326,C00124,03-01-2026 16:58:18,DELIVERED,WEST
O001327,C00125,2024-11-27 15:55:02,DELIVERED,WEST
O001328,C00125,2024-12-21 13:03:11,DELIVERED,NORTH
O001329,C00125,2025-03-07 19:44:03,PLACED,SOUTH
O001330,C00125,2026-01-23 02:18:57,RETURNED,NORTH
O001331,C00126,2025-11-20 08:33:00,DELIVERED,SOUTH
O001332,C00126,2024-01-22 23:57:00,SHIPPED,NORTH
O001333,C00126,2026-05-02 01:48:57,SHIPPED,NORTH
O001334,C00127,2024-05-19 20:18:39,SHIPPED,WEST
O001335,C00127,2025-04-29 22:52:23,DELIVERED,NORTH
O001336,C00127,2025-07-21 11:21:28,DELIVERED,NORTH
O001337,C00127,2024-09-03 22:42:57,SHIPPED,SOUTH
O001338,C00127,2026-03-09 22:36:13,SHIPPED,NORTH
O001339,C00128,2025-12-18 12:45:39,DELIVERED,NORTH
O001340,C00128,2024-01-04 20:45:12,DELIVERED,SOUTH
O001341,C00128,2026-04-02 18:04:37,DELIVERED,SOUTH
O001342,C00128,2025-06-11 23:51:31,DELIVERED,EAST
O001343,C00128,2024-08-12 08:03:32,DELIVERED,CENTRAL
O001344,C00128,2024-10-23 13:20:52,DELIVERED,EAST
O001345,C00128,2025-11-24 19:30:16,DELIVERED,NORTH
O001346,C00128,2026-04-26 01:52:37,DELIVERED,NORTH
O001347,C00128,2024-12-19 09:23:32,SHIPPED,NORTH
O001348,C00128,30-09-2025 12:07:10,PLACED,NORTH
O001349,C00128,2024-06-17 23:23:44,DELIVERED,NORTH
O001350,C00129,2025-12-26 03:32:49,DELIVERED,WEST
O001351,C00130,2024-03-14 03:05:42,SHIPPED,WEST
O001352,C00130,2025-12-17 21:59:54,RETURNED,NORTH
O001353,C00130,2025-12-26 23:55:14,DELIVERED,WEST
O001354,C00130,2024-12-04 16:23:25,DELIVERED,WEST
O001355,C00130,2024-05-25 10:11:18,DELIVERED,SOUTH
O001356,C00131,2024-10-03 09:04:19,DELIVERED,CENTRAL
O001357,C00131,2024-03-17 11:02:18,DELIVERED,EAST
O001358,C00131,2024-02-28 05:09:00,DELIVERED,EAST
O001359,C00131,2025-04-14 23:59:57,DELIVERED,CENTRAL
O001360,C00131,2024-11-24 13:19:52,DELIVERED,SOUTH
O001361,C00131,2024-11-19 15:23:28,DELIVERED,NORTH
O001362,C00131,2024-11-19 16:52:08,DELIVERED,SOUTH
O001363,C00131,2024-10-06 09:05:24,DELIVERED,WEST
O001364,C00131,2024-02-07 05:31:00,DELIVERED,SOUTH
O001365,C00131,2025-06-20 12:35:04,DELIVERED,WEST
O001366,C00131,2024-06-27 11:57:10,RETURNED,NORTH
O001367,C00131,2026-05-07 05:01:12,CANCELLED,SOUTH
O001368,C00131,2025-08-23 13:38:26,DELIVERED,WEST
O001369,C00131,2024-12-26 23:55:08,SHIPPED,CENTRAL
O001370,C00131,2025-06-24 09:56:20,DELIVERED,EAST
O001371,C00131,2025-10-07 15:17:31,DELIVERED,WEST
O001372,C00132,2025-09-04 07:12:45,RETURNED,EAST
O001373,NULL,2024-12-08 00:54:49,RETURNED,WEST
O001374,C00133,2026-01-28 10:14:27,DELIVERED,NORTH
O001375,C00133,2025-10-09 09:01:39,PLACED,WEST
O001376,C00134,2025-10-04 17:24:15,DELIVERED,NORTH
O001377,C00134,2025-06-04 04:18:09,DELIVERED,EAST
O001378,C00134,2024-10-07 17:20:00,PLACED,NORTH
O001379,C00134,2025-03-24 05:51:51,DELIVERED,EAST
O001380,C00134,2025-10-08 02:16:59,PLACED,NORTH
O001381,C00134,2024-10-09 22:50:37,DELIVERED,east
O001382,C00134,2025-03-19 09:02:19,PLACED,SOUTH
O001383,C00134,2024-04-02 20:33:23,SHIPPED,WEST
O001384,C00134,2025-01-23 15:02:14,DELIVERED,NORTH
O001385,C00134,2025-10-02 19:42:25,DELIVERED,NORTH
O001386,C00134,2024-01-04 13:44:06,SHIPPED,SOUTH
O001387,C00134,2024-10-13 01:03:11,RETURNED,SOUTH
O001388,C00134,2025-05-22 02:35:59,PLACED,NORTH
O001389,C00134,2024-06-09 03:43:37,Delivered,WEST
O001390,C00134,2026-03-17 17:09:37,PLACED,NORTH
O001391,C00134,2024-10-12 12:08:41,DELIVERED,NORTH
O001392,C00134,2024-11-20 18:54:53,SHIPPED,NORTH
O001393,C00134,2024-09-02 22:44:29,DELIVERED,NORTH
O001394,C00134,25-11-2025 09:39:28,DELIVERED,NORTH
O001395,C00134,2026-06-25 04:36:45,DELIVERED,EAST
O001396,C00134,2025-10-20 15:53:14,DELIVERED,CENTRAL
O001397,C00134,2026-05-24 03:44:33,DELIVERED,SOUTH
O001398,C00134,2025-10-09 02:19:17,CANCELLED,WEST
O001399,C00134,2025-03-24 05:41:05,RETURNED,SOUTH
O001400,C00135,2025-10-25 20:56:49,SHIPPED,EAST
O001401,C00135,2026-07-09 05:54:29,SHIPPED,SOUTH
O001402,C00135,2026-04-29 19:35:14,DELIVERED,NORTH
O001403,C00136,2024-02-10 14:21:13,SHIPPED,WEST
O001404,C00136,2026-04-28 18:29:07,DELIVERED,WEST
O001405,C00136,2026-03-11 10:37:21,SHIPPED,NORTH
O001406,C00136,2024-10-04 08:34:39,DELIVERED,NORTH
O001407,C00136,2024-07-02 00:49:14,DELIVERED,NORTH
O001408,C00136,2025-05-17 06:02:48,CANCELLED,WEST
O001409,C00136,2025-10-27 06:38:06,DELIVERED,NORTH
O001410,C00136,2025-02-11 09:55:42,SHIPPED,SOUTH
O001411,C00137,2024-05-17 08:57:12,DELIVERED,NORTH
O001412,C00137,2024-02-21 01:09:53,DELIVERED,NORTH
O001413,C00137,2025-12-19 01:48:48,DELIVERED,SOUTH
O001414,NULL,2025-03-01 01:44:20,DELIVERED,NORTH
O001415,C00138,2025-11-05 10:40:17,DELIVERED,North
O001416,,2026-07-06 00:32:00,DELIVERED,EAST
O001417,C00138,2025-11-04 12:58:34,DELIVERED,NORTH
O001418,C00138,2024-11-07 13:52:23,DELIVERED,NORTH
O001419,C00138,2024-11-02 22:30:36,RETURNED,EAST
O001420,C00138,2025-10-28 22:56:05,DELIVERED,SOUTH
O001421,C00138,2024-07-29 06:32:25,SHIPPED,WEST
O001422,C00139,2024-12-15 20:19:20,DELIVERED,CENTRAL
O001423,C00139,2026-02-01 12:34:06,PLACED,CENTRAL
O001424,C00139,2025-04-13 14:54:12,SHIPPED,NORTH
O001425,C00140,2025-10-03 22:15:05,DELIVERED,SOUTH
O001426,C00140,2025-01-28 10:37:24,SHIPPED,SOUTH
O001427,C00141,2025-11-16 23:51:04,DELIVERED,WEST
O001428,C00142,2025-03-14 13:53:46,CANCELLED,NORTH
O001429,C00142,2025-06-13 07:27:05,DELIVERED,SOUTH
O001430,C00142,2024-11-21 23:05:29,DELIVERED,NORTH
O001431,C00142,2024-03-07 12:56:45,DELIVERED,NORTH
O001432,C00142,2025-10-15 23:14:46,DELIVERED,NOR
O001433,C00142,2025-10-01 18:52:59,CANCELLED,NORTH
O001434,C00142,2025-11-06 06:32:46,SHIPPED,WEST
O001435,C00142,2025-03-17 00:52:34,SHIPPED,CENTRAL
O001436,C00142,2024-11-03 01:46:48,SHIPPED,NORTH
O001437,C00142,2024-11-07 10:49:28,DELIVERED,NORTH
O001438,C00142,2025-11-18 01:38:48,DELIVERED,NORTH
O001439,C00143,2025-05-26 17:58:47,DELIVERED,WEST
O001440,C00143,2025-02-11 23:49:03,DELIVERED,NORTH
O001441,C00143,2024-10-13 07:48:22,CANCELLED,NORTH
O001442,C00143,2024-08-14 15:52:50,RETURNED,CENTRAL
O001443,C00143,17-09-2025 06:11:34,DELIVERED,EAST
O001444,C00143,20-04-2025 10:46:59,SHIPPED,NORTH
O001445,C00143,2026-05-29 22:21:58,SHIPPED,west
O001446,C00143,2025-08-26 12:36:07,DELIVERED,EAST
O001447,C00143,2025-11-03 07:26:42,PLACED,SOUTH
O001448,C00144,2025-09-10 23:58:25,DELIVERED,WEST
O001449,,2024-10-07 03:56:12,DELIVERED,SOUTH
O001450,C00145,2024-10-09 02:29:45,SHIPPED,WEST
O001451,C00145,2025-11-28 18:59:01,DELIVERED,NORTH
O001452,C00145,2024-10-22 04:39:50,RETURNED,NORTH
O001453,,2026-03-27 02:52:04,DELIVERED,WEST
O001454,C00145,2026-07-21 05:08:04,CANCELLED,EAST
O001455,C00145,2025-12-25 05:57:07,DELIVERED,WEST
O001456,C00145,2024-10-27 11:48:02,SHIPPED,WEST
O001457,C00146,2024-10-14 03:42:37,SHIPPED,WEST
O001458,C00146,04-01-2024 04:51:52,DELIVERED,NORTH
O001459,C00146,2025-12-16 02:32:47,DELIVERED,WEST
O001460,C00147,2025-12-26 06:08:47,DELIVERED,WEST
O001461,C00147,2025-11-24 09:53:15,DELIVERED,NORTH
O001462,C00148,2025-12-02 03:54:40,DELIVERED,NORTH
O001463,C00148,11-10-2025 11:32:34,DELIVERED,SOUTH
O001464,C00148,2024-12-20 01:09:08,DELIVERED,WEST
O001465,C00148,2025-10-26 05:15:48,DELIVERED,NORTH
O001466,C00148,2025-08-11 01:23:47,DELIVERED,EAST
O001467,C00148,2024-12-10 06:01:02,DELIVERED,WEST
O001468,C00149,2024-04-23 15:12:50,DELIVERED,WEST
O001469,C00149,2025-12-23 08:06:31,DELIVERED,EAST
O001470,C00149,2024-10-04 03:49:17,DELIVERED,WEST
O001471,C00149,2024-12-08 06:27:35,DELIVERED,NORTH
O001472,C00149,2025-01-21 15:55:50,DELIVERED,WEST
O001473,C00149,2025-12-10 18:27:10,DELIVERED,NORTH
O001474,C00149,2024-11-19 04:36:26,SHIPPED,NORTH
O001475,C00150,2025-10-11 04:05:29,DELIVERED,WEST
O001476,C00150,2025-10-03 04:36:07,RETURNED,SOUTH
O001477,C00151,2024-01-10 17:06:19,DELIVERED,NORTH
O001478,C00151,2024-03-21 16:26:49,DELIVERED,WEST
O001479,C00151,2024-08-11 17:23:25,RETURNED,EAST
O001480,C00151,13-12-2024 15:25:49,DELIVERED,EAST
O001481,C00151,2025-10-24 07:03:06,RETURNED,NORTH
O001482,C00151,2025-12-09 04:24:52,SHIPPED,WEST
O001483,C00151,2024-02-05 15:18:03,DELIVERED,WEST
O001484,C00151,2024-11-01 10:40:43,RETURNED,NORTH
O001485,C00151,2025-03-10 20:36:41,SHIPPED,NORTH
O001486,C00151,2024-11-30 05:20:06,RETURNED,EAST
O001487,NULL,2025-12-23 22:57:45,CANCELLED,WEST
O001488,C00151,2025-03-20 00:56:03,DELIVERED,WEST
O001489,C00152,2024-11-07 16:40:41,DELIVERED,WEST
O001490,C00152,2024-01-19 16:13:19,DELIVERED,WEST
O001491,NULL,2024-02-26 01:35:45,RETURNED,SOUTH
O001492,C00153,2024-06-08 17:48:23,DELIVERED,WEST
O001493,C00153,2025-11-15 11:37:47,DELIVERED,NORTH
O001494,C00153,2024-11-07 08:22:41,DELIVERED,NORTH
O001495,C00153,2024-12-21 18:49:48,DELIVERED,EAST
O001496,C00153,2024-10-22 10:34:52,DELIVERED,EAST
O001497,C00153,2025-10-06 14:11:30,DELIVERED,NORTH
