item_id,order_id,product_id,quantity,unit_price,discount_percent
I0004857,O001604,P00474,4,1554.59,0
I0004858,O001605,P00149,4,107202.12,40
I0004859,O001605,P00545,1,2764.5,10
I0004860,O001605,P00228,2,7818.0,70
I0004861,O001605,P00457,2,1221.58,30
I0004862,O001606,P00080,4,161258.94,144
I0004863,O001607,P00332,5,2357.18,0
I0004864,O001608,P00512,2,1898.73,0
I0004865,O001608,P00533,1,7116.57,20
I0004866,O001609,P00170,5,8589.06,70
I0004867,O001610,P00050,-3,66935.51,5
I0004868,O001610,P00070,4,131645.8,40
I0004869,O001611,P00457,5,843.73,30
I0004870,O001611,P00534,2,3701.33,70
I0004871,O001612,P00519,5,18227.67,70
I0004872,O001613,P00515,3,23365.43,5
I0004873,O001613,P00390,2,17071.68,20
I0004874,O001613,P00228,4,8743.46,10
I0004875,O001614,P00080,1,120599.36,15
I0004876,O001614,P00242,4,719.65,70
I0004877,O001614,P00070,3,111475.53,5
I0004878,O001615,P00183,2,8293.96,40
I0004879,O001615,P00026,4,8460.37,15
I0004880,O001615,P00047,1,74341.1,15
I0004881,O001615,P00426,5,15640.01,10
I0004882,O001615,P00320,2,107.99,70
I0004883,O001616,P00453,5,1858.21,0
I0004884,O001617,P00065,3,126301.27,30
I0004885,O001618,P00072,-4,76910.77,40
I0004886,O001618,P00338,2,1076.14,50
I0004887,O001618,P00422,2,34148.47,5
I0004888,O001619,P00212,4,2957.43,50
I0004889,O001619,P00377,2,19619.51,50
I0004890,O001619,P00047,5,74884.06,50
I0004891,O001619,P00121,2,67448.93,30
I0004892,O001620,P00127,2,212575.17,5
I0004893,O001620,P00065,2,81950.11,30
I0004894,O001620,P00480,4,908.56,15
I0004895,O001621,P00457,3,919.47,104
I0004896,O001621,P00133,1,184427.82,50
I0004897,O001621,P00384,1,7321.84,0
I0004898,O001621,P00306,2,1717.58,0
I0004899,O001621,P00063,2,1202.56,10
I0004900,O001622,P00467,4,1904.43,0
I0004901,O001622,P00409,2,16273.51,0
I0004902,O001623,P00026,4,5839.45,5
I0004903,O001623,P00088,1,36734.49,0
I0004904,O001624,P00065,5,127362.68,15
I0004905,O001624,P00171,4,7233.22,70
I0004906,O001624,P00202,4,1837.76,5
I0004907,O001624,P00533,4,5956.69,10
I0004908,O001624,P00390,1,10962.13,50
I0004909,O001625,P00212,1,4299.36,30
I0004910,O001625,P00477,1,1568.1,50
I0004911,O001625,P00386,5,17175.54,40
I0004912,O001625,P00393,3,52895.66,40
I0004913,O001625,P00131,3,97384.71,15
I0004914,O001626,P00407,2,29303.17,50
I0004915,O001626,P00012,2,143627.24,30
I0004916,O001626,P00409,4,12324.2,5
I0004917,O001626,P00047,3,81998.57,50
I0004918,O001627,P00457,2,878.79,5
I0004919,O001628,P00332,3,2068.62,10
I0004920,O001629,P00407,4,28219.75,0
I0004921,O001629,P00112,4,155740.42,0
I0004922,O001629,P00129,4,196346.5,70
I0004923,O001629,P00338,3,854.91,50
I0004924,O001629,P00065,-3,87838.65,15
I0004925,O001630,P00289,3,1630.72,70
I0004926,O001631,P00096,3,187728.36,50
I0004927,O001631,P00231,4,8648.49,15
I0004928,O001631,P00474,4,1742.11,40
I0004929,O001631,P00145,5,90634.88,10
I0004930,O001631,P00142,-4,71155.56,20
I0004931,O001632,P00387,3,7697.93,5
I0004932,O001632,P00343,0,389.69,30
I0004933,O001632,P00118,5,81707.81,15
I0004934,O001633,P00171,5,10550.62,20
I0004935,O001633,P00121,1,43853.0,15
I0004936,O001633,P00079,1,5327.09,50
I0004937,O001633,P00514,3,13093.85,10
I0004938,O001634,P00470,4,2655.68,15
I0004939,O001634,P00381,3,17134.65,70
I0004940,O001634,P00466,2,2315.61,10
I0004941,O001634,P00141,1,200865.55,30
I0004942,O001634,P00420,4,23955.38,30
I0004943,O001635,P00311,3,1313.53,40
I0004944,O001635,P00389,0,2360.96,0
I0004945,O990148,P00229,3,2788.37,15
I0004946,O001635,P00171,3,10441.69,50
I0004947,O001635,P00254,2,8713.47,5
I0004948,O001636,P00141,3,121799.41,5
I0004949,O001637,P00045,5,34299.9,15
I0004950,O001637,P00393,4,49432.74,40
I0004951,O001637,P00242,2,768.55,30
I0004952,O001637,P00427,2,3432.4,10
I0004953,O001638,P00457,0,825.76,70
I0004954,O001638,P00390,4,15468.0,30
I0004955,O930085,P00012,1,145002.95,30
I0004956,O001639,P00171,5,6425.28,10
I0004957,O001639,P00497,3,2388.75,50
I0004958,O001639,P00197,1,3997.23,5
I0004959,O001639,P00072,3,51835.85,20
I0004960,O001639,P00174,1,728.93,10
I0004961,O001640,P00105,2,110312.53,20
I0004962,O001640,P00047,5,84460.79,30
I0004963,O001640,P00530,3,1235.65,20
I0004964,O001640,P00190,3,6220.54,5
I0004965,O001641,P00198,3,7637.55,122
I0004966,O001642,P00450,1,503.93,0
I0004967,O001642,P00410,4,59085.43,40
I0004968,O001643,P00080,2,189097.51,5
I0004969,O001643,P00550,5,5117.36,30
I0004970,O001643,P00145,5,92556.6,40
I0004971,O001643,P00170,4,8173.58,5
I0004972,O001643,P00194,4,1805.81,50
I0004973,O001644,P00063,4,1304.41,134
I0004974,O001644,P00224,2,3626.04,15
I0004975,O001644,P00533,4,5836.12,30
I0004976,O001645,P00440,2,4495.18,10
I0004977,O001645,P00141,4,189337.95,50
I0004978,O001646,P00133,3,146137.77,40
I0004979,O001646,P00198,2,5213.63,10
I0004980,O001646,P00140,5,183817.94,15
I0004981,O001646,P00332,4,2197.89,50
I0004982,O001646,P00121,2,72460.46,5
I0004983,O001647,P00514,4,7911.99,0
I0004984,O001647,P00470,3,1910.96,15
I0004985,O001647,P00281,3,2895.56,10
I0004986,O001647,P00164,1,10734.52,70
I0004987,O001648,P00015,3,60457.61,40
I0004988,O001649,P00343,3,308.88,20
I0004989,O001649,P00197,2,5088.69,10
I0004990,O001649,P00407,1,23331.56,15
I0004991,O001649,P00314,2,686.5,30
I0004992,O001650,P00331,3,1605.16,0
I0004993,O001650,P00486,4,16332.96,5
I0004994,O001650,P00513,-5,20942.81,5
I0004995,O001650,P00197,5,3765.71,20
I0004996,O001650,P00512,1,8594.73,70
I0004997,O001651,P00198,2,8410.81,50
I0004998,O963853,P00036,2,149109.96,10
I0004999,O001651,P00497,2,3514.51,5
I0005000,O001651,P00495,3,5227.27,40
I0005001,O001651,P00281,2,2909.38,20
I0005002,O001652,P00041,2,32712.44,10
I0005003,O001652,P00386,3,26288.7,5
I0005004,O001652,P00141,5,152690.68,70
I0005005,O001652,P00289,1,1877.55,15
I0005006,O001653,P00019,0,237909.75,20
I0005007,O001654,P00467,-1,1873.04,30
I0005008,O001654,P00455,5,1418.24,5
I0005009,O001655,P00037,4,45581.5,20
I0005010,O001655,P00078,3,142856.16,15
I0005011,O001655,P00170,1,8232.34,20
I0005012,O001655,P00381,1,22156.48,40
I0005013,O001656,P00268,3,3165.28,15
I0005014,O001656,P00197,5,3508.72,50
I0005015,O001656,P00398,2,1623.93,30
I0005016,O001656,P00512,1,5454.83,5
I0005017,O001656,P00092,2,239417.24,30
I0005018,O001657,P00169,2,2977.1,5
I0005019,O001658,P00020,3,120579.58,40
I0005020,O001658,P00437,4,19228.19,10
I0005021,O001658,P00538,2,1173.2,5
I0005022,O001659,P00388,5,6822.3,40
I0005023,O001659,P00222,1,8037.52,20
I0005024,O001660,P00212,1,3739.0,50
I0005025,O001661,P00228,5,6226.63,0
I0005026,O001661,P00154,5,91752.17,30
I0005027,O001662,P00387,1,5577.04,50
I0005028,O001662,P00074,4,99501.74,50
I0005029,O001662,P00148,-4,173637.49,5
I0005030,O001662,P00025,4,100521.19,30
I0005031,O001663,P00036,3,163122.54,30
I0005032,O001664,P00512,1,2005.46,40
I0005033,O001664,P00065,4,100968.63,70
I0005034,O001665,P00112,5,134430.5,5
I0005035,O001665,P00026,3,8243.78,20
I0005036,O001665,P00070,2,198144.36,20
I0005037,O925363,P00053,5,91414.27,70
I0005038,O001667,P00131,2,110189.2,70
I0005039,O001667,P00072,3,75262.45,0
I0005040,O001668,P00428,4,12629.71,5
I0005041,O001669,P00190,1,5973.39,40
I0005042,O001669,P00085,2,62984.65,5
I0005043,O001669,P00541,4,3242.86,10
I0005044,O001669,P00414,4,40297.54,50
I0005045,O001669,P00281,3,2290.38,40
I0005046,O001670,P00083,4,73172.36,30
I0005047,O001671,P00188,4,639.44,30
I0005048,O001671,P00202,4,1556.6,15
I0005049,O001671,P00185,5,5578.63,15
I0005050,O001671,P00270,5,6408.82,40
I0005051,O001671,P00206,3,495.43,0
I0005052,O001672,P00065,2,80642.78,70
I0005053,O001673,P00414,3,46550.33,10
I0005054,O001673,P00001,4,14536.05,5
I0005055,O001673,P00341,1,780.72,10
I0005056,O001673,P00133,4,150912.49,20
I0005057,O001674,P00470,4,1447.02,5
I0005058,O001674,P00023,4,43288.11,10
I0005059,O001674,P00121,1,54447.24,0
I0005060,O001674,P00440,4,7076.74,40
I0005061,O001674,P00024,5,123961.33,30
I0005062,O001675,P00444,1,1496.41,10
I0005063,O001675,P00512,3,6500.98,70
I0005064,O001675,P00047,1,83670.56,30
I0005065,O001675,P00011,2,69017.24,5
I0005066,O001675,P00036,1,137588.56,10
I0005067,O001676,P00381,2,18734.24,50
I0005068,O001676,P00466,5,1947.07,30
I0005069,O001676,P00338,3,808.28,30
I0005070,O001676,P00198,1,5365.26,127
I0005071,O001677,P00398,5,1300.56,30
I0005072,O001677,P00057,2,108358.56,50
I0005073,O001677,P00026,3,7195.52,5
I0005074,O001677,P00333,-4,1926.23,20
I0005075,O001677,P00292,1,1663.08,40
I0005076,O001678,P00422,2,62071.56,30
I0005077,O001679,P00304,3,551.29,30
I0005078,O001679,P00338,4,850.21,15
I0005079,O001680,P00497,4,3272.17,0
I0005080,O001680,P00225,1,3736.25,0
I0005081,O001680,P00065,5,79793.0,10
I0005082,O001680,P00486,1,15957.38,141
I0005083,O001681,P00281,5,1707.12,5
I0005084,O001681,P00047,4,53168.76,0
I0005085,O001681,P00311,5,1925.97,70
I0005086,O001681,P00281,1,2002.44,50
I0005087,O001681,P00007,3,60932.83,10
I0005088,O001682,P00202,4,1577.01,5
I0005089,O001682,P00381,2,22500.98,15
I0005090,O001682,P00181,5,378.94,30
I0005091,O001682,P00247,1,6696.68,20
I0005092,O001682,P00443,5,2178.81,0
I0005093,O001683,P00085,3,85570.72,20
I0005094,O001683,P00096,2,143920.0,70
I0005095,O001684,P00025,2,143429.91,20
I0005096,O001684,P00305,4,2228.03,50
I0005097,O001684,P00096,5,110174.18,70
I0005098,O001685,P00538,5,1532.01,50
I0005099,O001685,P00437,3,16969.64,30
I0005100,O001685,P00515,1,22937.25,0
I0005101,O001685,P00078,1,202923.01,5
I0005102,O001686,P00012,2,102040.65,50
I0005103,O001687,P00538,5,1294.56,40
I0005104,O001688,P00480,2,769.14,5
I0005105,O001688,P00194,4,2281.92,15
I0005106,O001688,P00202,5,1607.45,30
I0005107,O001689,P00149,1,72673.45,0
I0005108,O001690,P00519,5,27041.74,0
I0005109,O001690,P00437,5,14841.4,10
I0005110,O001690,P00331,4,1144.67,20
I0005111,O001691,P00538,4,1313.32,70
I0005112,O001691,P00198,4,4967.92,40
I0005113,O001691,P00088,3,31631.92,15
I0005114,O001692,P00486,2,9343.79,120
I0005115,O001692,P00018,3,33895.99,30
I0005116,O001692,P00331,1,1208.52,0
I0005117,O001693,P00229,2,3588.43,10
I0005118,O001693,P00430,0,46591.97,20
I0005119,O001693,P00078,1,157839.39,70
I0005120,O001693,P00398,3,933.4,0
I0005121,O001694,P00127,3,220397.82,40
I0005122,O001694,P00409,5,17895.9,50
I0005123,O001695,P00497,4,3130.56,10
I0005124,O001695,P00190,3,7262.53,10
I0005125,O001696,P00018,0,56551.19,50
I0005126,O001697,P00457,3,1357.96,10
I0005127,O001697,P00082,1,212699.52,10
I0005128,O001697,P00512,2,4748.55,5
I0005129,O001698,P00320,2,142.95,0
I0005130,O001699,P00218,2,2102.51,40
I0005131,O001699,P00203,2,4601.03,15
I0005132,O001699,P00072,5,51711.49,130
I0005133,O001699,P00082,1,172689.88,70
I0005134,O001699,P00538,2,1181.22,70
I0005135,O001700,P00466,1,2838.79,15
I0005136,O001700,P00053,4,161863.79,30
I0005137,O001700,P00224,4,3497.08,30
I0005138,O001700,P00463,1,1675.09,50
I0005139,O001700,P00091,5,163139.64,40
I0005140,O001701,P00331,0,1549.62,10
I0005141,O001701,P00414,2,47485.49,5
I0005142,O001701,P00170,4,8208.4,5
I0005143,O001701,P00422,2,40466.32,50
I0005144,O001702,P00065,1,92964.62,30
I0005145,O001702,P00063,4,1626.08,5
I0005146,O001702,P00533,3,6931.14,20
I0005147,O001702,P00141,5,132523.01,50
I0005148,O001703,P00022,2,74885.95,20
I0005149,O001703,P00249,4,5179.08,20
I0005150,O001704,P00248,2,7665.12,15
I0005151,O001704,P00145,2,88122.07,5
I0005152,O001705,P00080,4,113259.86,40
I0005153,O001705,P00013,1,183858.65,70
I0005154,O992208,P00393,5,41158.28,0
I0005155,O001706,P00024,4,109921.12,5
I0005156,O001706,P00474,1,1327.87,15
I0005157,O001706,P00115,3,98725.87,20
I0005158,O001707,P00544,3,3771.65,70
I0005159,O001707,P00026,1,7371.73,70
I0005160,O001707,P00417,5,27130.38,5
I0005161,O001707,P00070,3,193356.09,30
I0005162,O001708,P00023,1,77637.52,0
I0005163,O001708,P00063,2,1250.38,5
I0005164,O001708,P00538,0,856.59,30
I0005165,O001709,P00533,4,4690.29,20
I0005166,O001710,P00444,1,1889.44,136
I0005167,O001710,P00090,5,31541.15,30
I0005168,O001710,P00242,1,892.53,5
I0005169,O001711,P00171,4,11162.14,50
I0005170,O001711,P00028,3,155318.35,5
I0005171,O001711,P00306,2,1282.95,70
I0005172,O001711,P00473,1,1819.85,144
I0005173,O001711,P00327,4,1371.27,15
I0005174,O001712,P00398,3,1594.91,10
I0005175,O001712,P00262,4,8013.77,10
I0005176,O001712,P00181,4,390.72,20
I0005177,O001713,P00127,5,177307.8,15
I0005178,O001713,P00390,4,16051.93,15
I0005179,O001713,P00384,1,8336.22,40
I0005180,O001713,P00080,4,156495.98,132
I0005181,O001713,P00306,2,1614.52,70
I0005182,O001714,P00061,4,184814.92,15
I0005183,O001714,P00546,4,4615.94,112
I0005184,O001714,P00019,3,152966.83,20
I0005185,O001715,P00521,3,9108.95,70
I0005186,O001715,P00043,3,166451.91,70
I0005187,O001715,P00206,3,614.06,20
I0005188,O001716,P00188,2,607.96,30
I0005189,O001716,P00407,4,23817.76,70
I0005190,O001717,P00389,4,3397.58,5
I0005191,O001717,P00111,2,42990.54,0
I0005192,O001717,P00082,5,141450.75,70
I0005193,O001718,P00457,2,818.24,30
I0005194,O001719,P00295,1,460.71,20
I0005195,O001719,P00497,2,3721.23,5
I0005196,O001720,P00392,1,24373.61,0
I0005197,O001721,P00193,5,4488.73,30
I0005198,O001721,P00065,4,86069.66,0
I0005199,O001721,P00496,5,2737.53,15
I0005200,O001722,P00109,4,120178.02,10
I0005201,O001722,P00193,1,4308.22,40
I0005202,O001723,P00229,4,2678.87,20
I0005203,O001724,P00078,4,243083.81,40
I0005204,O001724,P00264,4,11377.11,15
I0005205,O966020,P00092,4,177777.7,15
I0005206,O001724,P00474,1,936.37,5
I0005207,O001725,P00343,5,313.32,70
I0005208,O001726,P00059,4,106849.15,40
I0005209,O001726,P00213,3,6747.37,40
I0005210,O001727,P00024,3,137285.48,50
I0005211,O001727,P00388,2,9154.49,20
I0005212,O001727,P00072,4,60124.55,15
I0005213,O001727,P00212,3,4372.65,20
I0005214,O001727,P00020,5,90184.34,5
I0005215,O001728,P00470,4,2665.0,0
I0005216,O001728,P00062,5,102720.88,20
I0005217,O001729,P00131,5,100370.29,50
I0005218,O001729,P00365,5,1433.56,50
I0005219,O001729,P00390,2,16271.11,70
I0005220,O001729,P00281,2,2818.57,30
I0005221,O001730,P00012,2,174803.92,0
I0005222,O001730,P00467,5,1909.49,70
I0005223,O001730,P00113,3,87696.06,30
I0005224,O001731,P00212,1,4573.61,40
I0005225,O001731,P00422,4,54283.08,15
I0005226,O001731,P00072,3,52402.6,20
I0005227,O001732,P00422,3,45869.74,30
I0005228,O001732,P00250,5,1324.26,50
I0005229,O001732,P00473,2,2148.97,0
I0005230,O001732,P00331,0,1301.19,30
I0005231,O001732,P00226,4,5754.36,15
I0005232,O001733,P00338,2,1027.01,30
I0005233,O001733,P00212,3,3284.31,50
I0005234,O001733,P00414,4,43849.32,70
I0005235,O001734,P00202,5,1702.89,10
I0005236,O001734,P00171,-1,6704.51,30
I0005237,O001734,P00306,1,1725.09,50
I0005238,O001734,P00384,0,7754.61,50
I0005239,O001734,P00005,3,63647.91,5
I0005240,O001735,P00171,3,9113.06,15
I0005241,O001735,P00242,1,639.37,5
I0005242,O001735,P00467,4,1861.09,5
I0005243,O001735,P00193,1,4486.06,0
I0005244,O001735,P00224,4,4231.5,30
I0005245,O001736,P00415,5,28413.55,10
I0005246,O001737,P00457,3,921.28,20
I0005247,O001737,P00475,3,1853.35,5
I0005248,O001737,P00190,3,4754.57,40
I0005249,O001738,P00101,5,151670.3,15
I0005250,O001738,P00019,1,233277.44,30
I0005251,O001739,P00398,2,1072.69,40
I0005252,O001739,P00526,3,435.6,5
I0005253,O001740,P00200,5,6258.59,10
I0005254,O001741,P00012,5,173052.05,10
I0005255,O001741,P00475,1,1201.56,40
I0005256,O001742,P00410,2,42611.82,0
I0005257,O001743,P00170,5,8381.47,0
I0005258,O001743,P00040,3,173582.25,30
I0005259,O001743,P00008,-5,20752.35,20
I0005260,O001743,P00065,2,127727.31,10
I0005261,O001743,P00398,5,1458.27,0
I0005262,O001744,P00026,5,6718.12,15
I0005263,O001745,P00533,1,6933.94,70
I0005264,O001745,P00080,1,146053.34,40
I0005265,O001745,P00498,5,834.43,0
I0005266,O001746,P00343,5,466.4,30
I0005267,O001746,P00082,5,157909.09,15
I0005268,O001747,P00467,2,1664.45,70
I0005269,O001747,P00085,5,90313.47,15
I0005270,O001748,P00065,5,90636.14,20
I0005271,O984242,P00407,0,32380.88,20
I0005272,O001748,P00409,2,10545.84,40
I0005273,O001748,P00497,1,3899.84,10
I0005274,O001749,P00415,1,29553.71,0
I0005275,O001749,P00334,2,1074.09,70
I0005276,O001749,P00422,1,61030.52,50
I0005277,O001750,P00193,1,3895.0,10
I0005278,O001750,P00390,3,17539.69,10
I0005279,O001750,P00467,5,1799.36,70
I0005280,O001750,P00381,4,25713.15,15
I0005281,O001750,P00190,3,5301.29,5
I0005282,O001751,P00252,1,3060.58,40
I0005283,O001751,P00474,5,1493.83,15
I0005284,O001752,P00407,1,39834.83,15
I0005285,O001752,P00437,5,13499.73,40
I0005286,O001752,P00422,4,45129.1,5
I0005287,O001753,P00070,3,167870.86,30
I0005288,O001753,P00529,2,7608.01,40
I0005289,O001754,P00466,2,2837.59,20
I0005290,O001755,P00080,4,140729.08,50
I0005291,O001755,P00171,4,9181.17,10
I0005292,O001755,P00033,1,70464.6,50
I0005293,O001755,P00200,4,9022.34,15
I0005294,O001756,P00437,5,13131.53,50
I0005295,O001757,P00073,2,21083.01,40
I0005296,O001757,P00255,1,2590.58,40
I0005297,O001757,P00145,5,90497.32,40
I0005298,O001757,P00430,5,41416.42,40
I0005299,O001758,P00367,2,65.38,10
I0005300,O001758,P00188,2,831.52,70
I0005301,O001758,P00512,1,7835.26,50
I0005302,O001759,P00199,3,3485.65,5
I0005303,O001759,P00390,5,13815.57,5
I0005304,O001759,P00170,-3,6946.72,70
I0005305,O001760,P00170,3,5020.53,70
I0005306,O001760,P00512,5,4791.39,20
I0005307,O001760,P00080,-4,119995.96,50
I0005308,O001761,P00224,5,4998.43,40
I0005309,O001761,P00048,3,115446.61,20
I0005310,O001761,P00199,3,5033.69,40
I0005311,O001762,P00096,4,160719.08,40
I0005312,O001762,P00415,3,20333.31,15
I0005313,O001762,P00331,1,976.75,0
I0005314,O001762,P00381,1,24624.57,5
I0005315,O001762,P00078,4,147799.22,10
I0005316,O001763,P00415,-2,19521.9,0
I0005317,O001763,P00091,5,127374.42,20
I0005318,O001763,P00120,4,7522.82,0
I0005319,O001763,P00407,5,34653.89,0
I0005320,O001763,P00172,5,6924.93,5
I0005321,O001764,P00541,5,4759.14,15
I0005322,O001764,P00527,5,6326.25,5
I0005323,O001764,P00407,1,27117.82,40
I0005324,O001764,P00287,5,1543.49,5
I0005325,O001764,P00470,1,2383.62,40
I0005326,O001765,P00001,2,13645.93,40
I0005327,O001765,P00212,4,4473.77,105
I0005328,O001765,P00388,4,11586.65,40
I0005329,O001766,P00437,5,19624.69,70
I0005330,O001766,P00390,2,12404.33,15
I0005331,O001767,P00472,2,1462.6,15
I0005332,O001767,P00422,4,44644.49,30
I0005333,O001767,P00170,5,5845.09,40
I0005334,O001767,P00134,1,24347.19,70
I0005335,O001768,P00304,3,486.65,50
I0005336,O001768,P00464,3,690.54,50
I0005337,O001769,P00381,5,17240.9,0
I0005338,O001769,P00314,5,425.51,20
I0005339,O001769,P00190,0,6309.42,5
I0005340,O001769,P00197,5,4866.78,10
I0005341,O001770,P00341,2,1113.49,10
I0005342,O001770,P00427,-2,3380.16,40
I0005343,O001771,P00320,4,177.04,20
I0005344,O001771,P00390,1,13342.69,20
I0005345,O001772,P00343,1,333.5,30
I0005346,O001772,P00422,3,56035.79,0
I0005347,O001773,P00550,1,4014.3,0
I0005348,O001773,P00331,2,1439.26,15
I0005349,O001774,P00171,5,6637.9,10
I0005350,O001774,P00193,3,3119.97,50
I0005351,O001774,P00020,2,122457.15,0
I0005352,O001775,P00065,1,132268.85,10
I0005353,O001775,P00070,2,166993.77,30
I0005354,O001775,P00390,0,10737.5,20
I0005355,O001776,P00239,1,8163.63,0
I0005356,O001777,P00514,5,12189.76,50
I0005357,O001777,P00141,1,181799.79,0
I0005358,O001777,P00413,2,26671.77,5
I0005359,O001778,P00546,4,5105.42,15
I0005360,O001778,P00140,2,168703.28,5
I0005361,O001778,P00414,4,46901.59,10
I0005362,O001779,P00381,-3,15431.59,40
I0005363,O001779,P00198,2,5681.47,50
I0005364,O001780,P00141,5,161670.43,40
I0005365,O001780,P00405,5,41840.25,50
I0005366,O001781,P00127,3,212945.24,30
I0005367,O001782,P00526,5,394.8,40
I0005368,O001783,P00530,4,985.75,50
I0005369,O001783,P00341,4,759.7,20
I0005370,O001783,P00497,4,2489.59,0
I0005371,O001783,P00413,1,27522.86,5
I0005372,O001783,P00409,4,16684.5,70
I0005373,O001784,P00391,5,11120.97,0
I0005374,O001784,P00190,2,5905.88,20
I0005375,O001784,P00141,2,137060.41,70
I0005376,O001784,P00012,1,140082.35,30
I0005377,O001785,P00073,1,18761.89,70
I0005378,O001786,P00281,2,2948.11,15
I0005379,O001786,P00190,4,7863.41,20
I0005380,O001787,P00198,2,7032.53,0
I0005381,O001787,P00422,4,45288.13,0
I0005382,O001787,P00197,1,5513.34,70
I0005383,O001787,P00188,5,690.89,50
I0005384,O001787,P00473,1,2288.57,0
I0005385,O001788,P00096,3,130574.67,40
I0005386,O001788,P00188,4,907.64,40
I0005387,O001789,P00533,0,5086.67,70
I0005388,O001789,P00391,1,14785.44,30
I0005389,O001789,P00118,4,137089.52,0
I0005390,O001790,P00538,3,1115.83,20
I0005391,O001790,P00443,2,2365.76,40
I0005392,O001790,P00131,3,107306.07,40
I0005393,O001791,P00145,5,80210.48,20
I0005394,O001791,P00082,5,190045.64,30
I0005395,O001792,P00237,4,4451.16,70
I0005396,O001792,P00409,4,10940.28,20
I0005397,O001792,P00188,3,509.25,0
I0005398,O001792,P00242,5,587.93,50
I0005399,O001793,P00212,4,3638.98,50
I0005400,O001793,P00409,4,16576.22,0
I0005401,O001793,P00229,4,2950.97,5
I0005402,O001793,P00070,3,151234.71,141
I0005403,O001794,P00127,3,191133.58,15
I0005404,O001794,P00140,1,163474.62,40
I0005405,O001794,P00532,2,7052.95,30
I0005406,O001795,P00289,2,2161.9,70
I0005407,O001795,P00198,5,5232.87,40
I0005408,O001795,P00096,2,173856.5,15
I0005409,O001795,P00526,1,344.28,70
I0005410,O001795,P00343,1,421.1,0
I0005411,O001796,P00404,5,627.45,5
I0005412,O001796,P00440,5,6299.53,20
I0005413,O001796,P00171,5,9703.98,70
I0005414,O001796,P00449,5,2139.65,30
I0005415,O001796,P00338,-4,999.77,15
I0005416,O001797,P00339,5,1617.07,0
I0005417,O001797,P00085,3,57335.45,5
I0005418,O001797,P00393,2,47547.19,10
I0005419,O001797,P00215,3,4067.06,20
I0005420,O001797,P00377,1,13635.22,5
I0005421,O001798,P00190,2,8263.93,30
I0005422,O001798,P00497,3,2293.87,70
I0005423,O001798,P00035,3,134571.62,70
I0005424,O001798,P00546,2,7504.43,70
I0005425,O001798,P00229,5,2847.81,5
I0005426,O001799,P00497,5,2462.19,10
I0005427,O001799,P00522,4,22506.61,30
I0005428,O001799,P00080,1,190364.52,70
I0005429,O001799,P00437,2,11460.26,50
I0005430,O001800,P00388,3,7765.01,40
I0005431,O001800,P00437,5,10877.96,40
I0005432,O001800,P00533,4,5403.03,50
I0005433,O001801,P00305,5,1232.18,70
I0005434,O001801,P00458,3,1331.33,50
I0005435,O001801,P00515,1,22276.02,40
I0005436,O001801,P00077,4,58621.66,40
I0005437,O001801,P00497,3,2822.06,15
I0005438,O001802,P00393,4,38096.87,40
I0005439,O001802,P00533,0,4259.56,30
I0005440,O001802,P00474,5,1315.12,10
I0005441,O001803,P00190,3,5893.56,0
I0005442,O987784,P00164,3,9104.18,20
I0005443,O001803,P00427,1,1968.67,70
I0005444,O001803,P00025,2,184522.93,30
I0005445,O001804,P00437,1,19832.7,40
I0005446,O001804,P00228,5,9224.28,70
I0005447,O001804,P00181,5,396.92,70
I0005448,O001804,P00229,4,3630.72,50
I0005449,O001805,P00031,1,2554.41,10
I0005450,O001806,P00197,1,5454.83,40
I0005451,O001806,P00348,4,1678.9,50
I0005452,O001806,P00332,4,1477.29,15
I0005453,O001806,P00320,1,173.56,30
I0005454,O001806,P00393,5,59683.84,50
I0005455,O001807,P00338,2,970.51,40
I0005456,O001807,P00154,1,82555.03,40
I0005457,O001808,P00415,4,35957.19,0
I0005458,O001808,P00072,4,58327.4,0
I0005459,O001808,P00065,3,105693.07,20
I0005460,O001808,P00082,1,174290.66,15
I0005461,O001808,P00320,5,136.51,70
I0005462,O001809,P00198,4,6846.63,0
I0005463,O001810,P00538,5,1341.54,15
I0005464,O001810,P00544,4,3863.54,50
I0005465,O001810,P00348,4,2304.03,70
I0005466,O001810,P00209,5,5369.17,40
I0005467,O001811,P00078,4,200624.41,0
I0005468,O001811,P00514,4,9085.4,20
I0005469,O001811,P00145,2,126318.77,40
I0005470,O001811,P00381,1,25704.07,70
I0005471,O001811,P00393,2,61740.32,40
I0005472,O001812,P00443,3,2223.99,40
I0005473,O001812,P00229,2,2185.22,15
I0005474,O001812,P00332,5,1844.0,20
I0005475,O001813,P00453,4,1920.74,40
I0005476,O001813,P00279,5,5626.73,40
I0005477,O001813,P00188,1,691.59,30
I0005478,O001813,P00233,4,6809.17,15
I0005479,O001814,P00212,3,4991.41,0
I0005480,O001814,P00229,2,2937.61,0
I0005481,O001814,P00470,5,1436.12,10
I0005482,O001814,P00393,2,62631.07,5
I0005483,O001814,P00414,2,39503.8,30
I0005484,O001815,P00341,4,656.54,20
I0005485,O001815,P00316,4,1417.87,70
I0005486,O001815,P00072,3,72247.54,20
I0005487,O001815,P00467,2,2305.99,10
I0005488,O001815,P00065,1,80120.5,70
I0005489,O001816,P00013,3,140484.87,10
I0005490,O001816,P00168,4,3455.69,10
I0005491,O001817,P00438,5,17999.06,40
I0005492,O001817,P00073,4,22762.74,5
I0005493,O001817,P00088,2,38211.36,0
