product_id,product_name,category,subcategory,cost_price
P00508,Cricket Bat White,Sports,Gym,4602.43
P00509,Football Pro,Sports,Cycling,2036.22
P00510,Football Blue,Sports,Cycling,13164.91
P00511,Skipping Rope 128GB,Sports,Cricket,2010.5
P00512,Football 256GB,Sports,Cycling,
P00513,Skipping Rope,Sports,Gym,15482.8
P00514,Skipping Rope 64GB,Sports,Cycling,6489.54
P00515,Tennis Ball Black,Sports,Cricket,12077.89
P00516,Tennis Ball 512GB,Sports,Cycling,1411.55
P00517,Skipping Rope ,Sports,Cycling,14616.06
P00518,Gym Gloves,Sports,Gym,8593.14
P00519,Football Black,Sports,Football,14096.9
P00520,Cricket Bat,Sports,Cycling,13179.02
P00521,Gym Gloves 2025 Edition,Sports,Cricket,7403.96
P00522,Gym Gloves Blue,Sports,Football,18538.21
P00523,Cricket Bat Pro,Sports,Outdoor,8817.97
P00524,Football Red,Sports,Outdoor,19102.47
P00525,Football,Sports,Cycling,5685.52
P00526,Face Wash Max,Beauty,Haircare,212.83
P00527,Conditioner Plus,Beauty,Fragrance,4999.78
P00528,Moisturizer 2026 Edition,Beauty,Haircare,2086.12
P00529,Hair Serum,Beauty,Skincare,3792.19
P00530,hair serum 256gb,Beauty,Makeup,702.92
P00531, Shampoo 2025 Edition,Beauty,Makeup,1881.44
P00532,Face Wash 64GB,Beauty,Makeup,3329.87
P00533,Shampoo,Beauty,Haircare,3470.86
P00534,Lipstick 2026 Edition,Beauty,Haircare,3050.51
P00535,Shampoo Pro,Beauty,Fragrance,3283.87
P00536,Conditioner XL,Beauty,Haircare,445.73
P00537,Lipstick,Beauty,Haircare,2156.46
P00538,Face Wash,Beauty,Makeup,710.64
P00539,Conditioner White,Beauty,Haircare,4357.39
P00540,Lipstick 128GB,Beauty,Skincare,961.08
P00541,Perfume White,Beauty,Makeup,2802.56
P00542,Hair Serum White,Beauty,Fragrance,2436.62
P00543,Lipstick 256GB,Beauty,Makeup,359.04
P00544,Lipstick Blue,Beauty,Haircare,2250.9
P00545,Perfume XL,Beauty,Haircare,1595.42
P00546,Moisturizer,Beauty,Skincare,3676.77
P00547,Conditioner Red,Beauty,Skincare,4814.62
P00548,Perfume Max,Beauty,Skincare,2086.81
P00549,Conditioner Pro,Beauty,Haircare,4971.69
P00550,Shampoo 64GB,Beauty,Haircare,3405.16
